FHLBank,FIPSStateCode,FIPSCountyCode,Income,Purpose,Term,First,BoAge,Occup,Rate,Amount,BoCreditScore,PropType
Cincinnati,18,63,56304,1,360,2,57,1,0.0338,135800,5,PT01
Cincinnati,18,59,87144,1,360,2,32,1,0.0338,220500,4,PT01
Cincinnati,39,165,59508,2,360,2,30,1,0.035,190000,5,PT02
Cincinnati,39,113,102228,1,360,1,34,1,0.0338,206316,5,PT02
Cincinnati,39,57,128700,1,360,1,32,1,0.0338,180000,5,PT01
Cincinnati,39,49,40548,2,360,2,64,1,0.035,111000,5,PT01
Cincinnati,39,49,87264,2,360,2,53,1,0.0338,75500,4,PT01
Cincinnati,39,113,86268,1,360,1,30,1,0.0338,121500,5,PT01
Cincinnati,39,49,79968,1,360,2,41,1,0.0338,208000,5,PT01
Cincinnati,39,45,77916,2,360,2,76,1,0.0338,101300,5,PT01
Cincinnati,39,41,147180,2,360,2,59,1,0.0338,279000,5,PT02
Cincinnati,39,49,125664,2,300,2,35,1,0.0338,240000,5,PT01
Cincinnati,39,41,164388,2,360,2,39,1,0.0338,250000,5,PT02
Cincinnati,39,49,80088,2,360,2,57,1,0.035,259500,4,PT01
Cincinnati,39,41,78240,2,360,2,30,1,0.0338,264700,5,PT02
Cincinnati,39,113,28872,2,360,2,35,1,0.0338,90400,5,PT01
Cincinnati,39,41,134088,2,360,2,31,1,0.0338,244000,5,PT01
Cincinnati,39,45,62004,2,360,2,61,1,0.0338,169500,5,PT01
Cincinnati,39,41,167736,2,360,2,36,1,0.0338,292000,5,PT01
Cincinnati,39,49,77880,2,360,2,54,1,0.0338,143500,5,PT01
Cincinnati,39,49,142632,2,360,2,48,1,0.0338,193900,5,PT02
Cincinnati,39,49,123996,2,360,2,28,1,0.035,177000,4,PT01
Cincinnati,39,49,127860,1,360,2,35,1,0.0338,241200,5,PT01
Cincinnati,39,41,231636,2,360,2,49,1,0.035,344000,5,PT02
Cincinnati,39,49,124992,2,360,2,42,1,0.0338,160000,4,PT01
Cincinnati,39,45,36684,2,360,2,47,1,0.0338,75000,5,PT01
Cincinnati,18,3,64740,1,360,2,29,1,0.0338,183200,4,PT01
Cincinnati,39,41,64632,1,360,1,25,1,0.0338,107120,3,PT06
Cincinnati,39,49,124284,2,360,2,42,1,0.0338,378500,5,PT01
Cincinnati,39,49,91056,2,360,2,57,1,0.0338,182500,5,PT01
Cincinnati,39,129,77064,1,360,2,33,1,0.0338,217800,4,PT01
Cincinnati,18,5,60036,1,360,2,45,1,0.035,170000,5,PT01
Cincinnati,18,57,111756,2,360,2,33,1,0.0338,231850,5,PT02
Cincinnati,18,63,61620,2,360,2,35,1,0.0338,166300,5,PT02
Cincinnati,39,93,87830,2,360,2,76,1,0.0313,321000,5,PT01
Cincinnati,21,111,210634,1,360,2,50,1,0.0338,302000,5,PT01
Cincinnati,21,111,73569,1,360,2,68,1,0.0338,145680,5,PT01
Cincinnati,39,157,185416,2,360,2,38,1,0.0338,330141,5,PT01
Cincinnati,39,149,125000,1,180,1,32,1,0.0263,191200,5,PT01
Cincinnati,39,149,42640,2,360,2,45,1,0.0325,153000,3,PT01
Cincinnati,39,149,44429,2,180,2,44,1,0.0263,48500,5,PT01
Cincinnati,21,9,43980,1,360,2,27,1,0.035,94500,5,PT01
Cincinnati,39,61,105338,1,360,2,71,1,0.035,245000,5,PT02
Cincinnati,39,149,123984,2,180,2,30,1,0.0275,194910,5,PT01
Cincinnati,39,159,149796,2,360,2,38,1,0.0338,405000,5,PT02
Cincinnati,18,81,157104,1,360,2,54,1,0.035,285200,5,PT02
Cincinnati,18,97,42384,1,360,2,33,1,0.0338,108800,5,PT01
Cincinnati,18,97,104412,2,360,2,40,1,0.0338,297700,4,PT02
Cincinnati,18,145,60516,2,360,2,63,1,0.035,160000,4,PT01
Cincinnati,18,97,163644,1,360,2,44,1,0.0338,215000,5,PT02
Cincinnati,18,81,86832,2,360,2,36,1,0.0338,149900,5,PT01
Cincinnati,18,11,82716,2,360,2,59,1,0.0338,216000,5,PT01
Cincinnati,18,63,143868,2,360,2,33,1,0.0338,148150,4,PT02
Cincinnati,18,81,40620,1,360,2,81,1,0.0338,60000,5,PT02
Cincinnati,39,109,115212,1,360,2,25,1,0.0338,220500,5,PT01
Cincinnati,39,23,92676,1,360,2,31,1,0.035,138700,5,PT01
Cincinnati,39,113,41040,1,360,1,24,1,0.0338,105750,4,PT01
Cincinnati,39,113,66636,1,360,2,50,1,0.0338,90250,4,PT01
Cincinnati,39,97,63972,1,360,1,29,1,0.0338,158400,3,PT02
Cincinnati,39,113,116491,2,360,2,66,1,0.0338,114000,5,PT01
Cincinnati,39,113,95004,2,360,2,55,1,0.0338,96795,4,PT01
Cincinnati,39,165,86556,1,360,2,60,1,0.0338,175000,5,PT02
Cincinnati,51,13,280188,2,180,2,31,1,0.0263,417000,5,PT01
Cincinnati,39,113,79236,2,348,2,34,1,0.035,228800,5,PT02
Cincinnati,39,113,92196,2,360,2,48,1,0.0338,150000,5,PT01
Cincinnati,39,165,70176,1,360,2,40,1,0.0338,136000,5,PT01
Cincinnati,45,91,93600,2,360,2,40,1,0.0325,248500,5,PT02
Cincinnati,37,41,173916,2,360,2,41,1,0.0325,244100,5,PT01
Cincinnati,21,117,96491,1,360,2,33,1,0.0338,152000,5,PT01
Cincinnati,39,49,239300,1,360,2,31,1,0.0338,212000,5,PT01
Cincinnati,47,157,183780,2,360,2,53,1,0.035,409500,5,PT01
Cincinnati,13,51,85346,1,360,1,33,1,0.0325,224000,4,PT01
Cincinnati,39,61,100000,1,360,2,36,1,0.0338,204484,4,PT02
Cincinnati,39,61,51376,1,360,1,32,1,0.0338,161100,5,PT01
Cincinnati,47,157,92136,1,360,2,34,1,0.035,190000,5,PT01
Cincinnati,21,15,125661,2,360,2,39,1,0.035,207000,5,PT01
Cincinnati,39,61,76611,2,180,2,65,1,0.03,112000,4,PT01
Cincinnati,39,17,70000,1,204,1,41,1,0.035,169000,5,PT01
Cincinnati,39,153,93140,1,360,2,67,1,0.0345,164900,5,PT02
Cincinnati,39,17,121572,2,360,2,35,1,0.035,290000,5,PT01
Cincinnati,39,35,31236,1,360,2,59,1,0.0345,47250,5,PT06
Cincinnati,39,61,49795,1,360,1,35,1,0.035,194000,5,PT01
Cincinnati,39,75,37440,2,300,2,28,1,0.0338,67700,5,PT01
Cincinnati,13,87,42900,2,360,2,84,1,0.0325,150000,3,PT01
Cincinnati,39,11,39936,1,360,1,27,1,0.0338,121500,4,PT01
Cincinnati,51,59,297732,2,360,2,60,2,0.0338,274500,5,PT02
Cincinnati,39,37,119388,2,360,2,33,1,0.0325,170800,4,PT01
Cincinnati,47,157,167622,1,360,2,36,1,0.035,417000,5,PT02
Cincinnati,51,107,118260,2,360,2,38,1,0.0325,375575,5,PT02
Cincinnati,37,67,145224,2,360,2,34,1,0.0313,326400,4,PT01
Cincinnati,39,149,129720,2,360,2,32,1,0.0325,390000,5,PT01
Cincinnati,39,25,162292,1,360,2,43,1,0.0338,253000,5,PT02
Cincinnati,39,35,105998,1,360,2,28,1,0.0365,156800,4,PT01
Cincinnati,39,61,37851,2,360,2,47,1,0.0363,68700,5,PT01
Cincinnati,39,61,111259,1,360,1,24,1,0.0338,130800,4,PT01
Cincinnati,39,103,167409,1,360,2,37,1,0.035,324000,5,PT01
Cincinnati,39,165,82500,2,360,2,29,1,0.0338,281000,5,PT01
Cincinnati,39,61,158371,2,360,2,40,1,0.0338,338000,5,PT01
Cincinnati,39,149,91201,1,180,2,28,1,0.0263,172000,5,PT01
Cincinnati,28,49,110026,2,360,2,44,1,0.0338,202500,4,PT01
Cincinnati,37,81,107408,2,360,2,48,1,0.0325,271000,5,PT02
Cincinnati,39,25,110060,2,360,2,54,1,0.0338,194600,5,PT01
Cincinnati,39,35,111297,2,360,2,35,1,0.035,155000,5,PT01
Cincinnati,39,61,86892,2,336,2,29,1,0.0338,148000,5,PT01
Cincinnati,21,123,52727,1,360,2,37,1,0.0338,140000,5,PT01
Cincinnati,39,49,73934,2,180,2,61,1,0.03,83800,5,PT01
Cincinnati,21,37,85020,2,360,2,50,1,0.035,136000,5,PT01
Cincinnati,39,61,55014,1,360,1,28,1,0.0338,102000,5,PT01
Cincinnati,39,17,99636,1,360,1,27,1,0.035,115600,5,PT01
Cincinnati,39,165,200000,2,336,2,45,1,0.035,207500,4,PT01
Cincinnati,21,117,94128,2,360,2,35,1,0.0338,105300,5,PT01
Cincinnati,39,35,95817,1,360,2,44,1,0.0345,175200,5,PT01
Cincinnati,39,61,39398,1,240,2,30,1,0.0338,133200,5,PT01
Cincinnati,39,61,155500,2,360,2,46,1,0.0338,238000,5,PT02
Cincinnati,39,61,138192,2,360,2,52,1,0.0338,100000,5,PT01
Cincinnati,39,25,47064,2,360,2,77,1,0.0338,72700,5,PT01
Cincinnati,39,49,150909,1,360,2,36,1,0.0363,180090,5,PT06
Cincinnati,39,11,107883,2,120,2,35,1,0.0275,173510,5,PT01
Cincinnati,47,189,102399,2,360,2,38,1,0.035,228000,4,PT01
Cincinnati,39,49,80080,1,360,2,35,1,0.0338,155600,5,PT01
Cincinnati,18,97,68579,1,360,2,22,1,0.035,199900,5,PT02
Cincinnati,21,67,59016,2,360,2,41,1,0.0338,171400,4,PT02
Cincinnati,39,17,120725,2,360,2,43,1,0.035,191000,5,PT01
Cincinnati,37,183,199647,2,360,2,37,1,0.035,417000,4,PT02
Cincinnati,39,49,316488,2,180,2,33,1,0.0275,300000,5,PT01
Cincinnati,39,17,31728,2,360,2,82,1,0.0338,98250,5,PT01
Cincinnati,39,129,54700,2,360,2,34,1,0.035,90000,3,PT06
Cincinnati,18,29,70512,2,360,2,78,1,0.0338,161250,5,PT02
Cincinnati,39,61,126000,1,360,2,58,1,0.0313,150000,5,PT01
Cincinnati,21,191,59820,2,360,2,42,1,0.0338,211000,5,PT01
Cincinnati,39,165,221270,2,360,2,39,1,0.0338,230000,5,PT02
Cincinnati,47,165,87335,2,360,2,37,1,0.035,263200,5,PT01
Cincinnati,39,165,57000,1,360,2,34,1,0.0338,184000,4,PT02
Cincinnati,39,15,292026,1,360,2,40,2,0.0338,289600,5,PT01
Cincinnati,47,37,80000,1,360,1,62,1,0.035,131500,4,PT01
Cincinnati,21,113,94050,2,360,2,34,1,0.0338,273000,5,PT01
Cincinnati,39,37,101556,2,120,2,44,1,0.0275,116521,5,PT01
Cincinnati,39,61,239220,1,360,2,41,1,0.035,272000,5,PT04
Cincinnati,21,15,196404,1,360,2,43,1,0.0325,360000,5,PT02
Cincinnati,39,61,114672,1,360,2,29,1,0.0338,144800,5,PT01
Cincinnati,39,49,174996,2,324,2,40,1,0.0338,317000,5,PT01
Cincinnati,39,49,101916,1,360,1,33,1,0.0338,231920,5,PT01
Cincinnati,39,41,111984,2,360,2,33,1,0.0338,198500,5,PT01
Cincinnati,39,41,221952,2,360,2,53,1,0.0338,230000,5,PT02
Cincinnati,39,49,167628,2,360,2,41,1,0.0325,135500,5,PT01
Cincinnati,39,45,126864,2,348,2,57,2,0.0338,289000,5,PT01
Cincinnati,39,165,69684,2,360,2,48,1,0.0338,251500,5,PT01
Cincinnati,39,45,111336,2,360,2,64,1,0.0338,296000,4,PT02
Cincinnati,39,49,34824,2,360,2,79,1,0.0338,79000,5,PT01
Cincinnati,39,49,44100,1,360,2,30,1,0.0338,164000,5,PT01
Cincinnati,39,49,102000,2,360,2,60,1,0.0338,185580,5,PT01
Cincinnati,39,49,168480,2,360,2,35,1,0.0338,300000,5,PT01
Cincinnati,39,49,136284,2,360,2,31,1,0.0338,251000,5,PT01
Cincinnati,39,49,114996,2,360,2,60,1,0.0338,224200,4,PT02
Cincinnati,39,49,86040,1,360,2,68,1,0.0338,106900,5,PT01
Cincinnati,39,49,135300,2,360,2,33,1,0.035,176800,5,PT01
Cincinnati,18,57,142800,2,360,2,51,1,0.0338,385400,5,PT02
Cincinnati,18,57,81828,2,360,2,80,1,0.0338,225000,5,PT02
Cincinnati,39,49,334584,2,360,2,52,1,0.035,305000,5,PT01
Cincinnati,18,97,58320,2,360,2,61,1,0.0338,106500,5,PT01
Cincinnati,39,49,35556,1,360,2,47,1,0.0338,105000,5,PT06
Cincinnati,39,49,76992,1,360,2,40,1,0.0338,162320,5,PT01
Cincinnati,18,57,39996,2,360,2,38,1,0.0338,83000,4,PT06
Cincinnati,18,97,41760,1,360,1,77,1,0.0338,75900,5,PT02
Cincinnati,18,3,94992,2,360,2,42,1,0.0338,250950,5,PT02
Cincinnati,18,3,61920,1,360,1,74,1,0.0338,147000,5,PT02
Cincinnati,18,63,62592,2,360,2,32,1,0.0338,160600,5,PT02
Cincinnati,18,57,50040,2,360,2,75,1,0.0338,107300,5,PT02
Cincinnati,18,59,63384,2,360,2,37,1,0.0338,116500,5,PT01
Cincinnati,18,105,40140,2,360,2,46,1,0.0338,156000,4,PT01
Cincinnati,39,165,199188,1,360,2,43,1,0.0338,417000,5,PT02
Cincinnati,39,61,200544,2,360,2,44,1,0.0338,382000,5,PT01
Cincinnati,39,61,157486,2,360,2,35,1,0.035,241000,5,PT01
Cincinnati,21,117,168156,2,360,2,41,1,0.0325,408000,5,PT01
Cincinnati,39,61,102600,2,336,2,48,1,0.0338,175000,5,PT01
Cincinnati,39,129,84687,1,180,2,59,1,0.03,100000,5,PT01
Cincinnati,39,61,319235,2,360,2,49,1,0.0338,417000,5,PT01
Cincinnati,39,61,113995,2,360,2,69,1,0.0338,251000,5,PT02
Cincinnati,39,149,101608,2,360,2,37,1,0.0325,259500,4,PT01
Cincinnati,39,49,137393,2,360,2,47,1,0.035,304000,5,PT01
Cincinnati,39,49,123739,2,360,2,35,1,0.0363,146500,5,PT01
Cincinnati,39,61,71441,2,360,2,37,1,0.0338,190000,5,PT01
Cincinnati,18,179,50378,2,360,2,38,1,0.0363,116000,5,PT01
Cincinnati,21,73,92100,1,360,2,33,1,0.035,202825,5,PT01
Cincinnati,21,117,180000,1,360,2,29,1,0.0338,328000,5,PT01
Cincinnati,39,129,36888,1,180,2,76,1,0.03,71987,5,PT06
Cincinnati,39,49,58642,1,360,2,74,1,0.0338,144000,5,PT06
Cincinnati,21,15,93720,1,360,2,25,1,0.035,190800,3,PT02
Cincinnati,21,117,81168,2,348,2,33,1,0.0338,174000,5,PT01
Cincinnati,39,49,225930,1,360,2,64,1,0.035,354400,4,PT02
Cincinnati,21,15,41796,2,360,2,41,1,0.0338,191900,5,PT02
Cincinnati,39,49,179318,2,360,2,46,1,0.0363,265500,5,PT01
Cincinnati,21,117,83532,2,360,2,37,1,0.0338,173300,4,PT01
Cincinnati,39,61,323616,2,360,2,38,1,0.0338,417000,5,PT01
Cincinnati,39,17,84828,2,360,2,27,1,0.0363,162600,5,PT01
Cincinnati,39,61,118320,2,360,2,47,1,0.0338,208100,5,PT01
Cincinnati,21,37,59827,1,360,2,44,1,0.0338,119920,5,PT01
Cincinnati,21,37,193338,1,360,2,59,1,0.0338,249000,4,PT01
Cincinnati,39,61,107848,1,360,2,39,1,0.0363,290400,3,PT01
Cincinnati,21,167,62400,1,360,2,47,1,0.0363,90000,3,PT01
Cincinnati,12,71,105230,2,300,2,76,1,0.0338,276000,5,PT06
Cincinnati,21,117,108167,1,360,2,54,1,0.0338,165600,5,PT01
Cincinnati,18,163,95144,2,360,2,59,1,0.0313,123200,4,PT01
Cincinnati,21,101,63572,1,360,2,41,1,0.0313,80000,4,PT01
Cincinnati,21,101,48963,1,240,2,48,1,0.0313,113600,5,PT01
Cincinnati,18,97,77412,2,360,2,77,1,0.0338,125200,5,PT06
Cincinnati,18,97,95604,2,360,2,37,1,0.0338,202050,5,PT01
Cincinnati,18,63,166716,1,360,2,34,1,0.035,245100,4,PT02
Cincinnati,18,3,106116,1,360,1,34,1,0.0338,312750,5,PT02
Cincinnati,18,57,64992,2,324,2,62,1,0.0338,144700,5,PT01
Cincinnati,18,97,92964,1,360,2,68,1,0.0338,90000,5,PT02
Cincinnati,39,113,259596,2,360,2,37,1,0.0338,340000,5,PT01
Cincinnati,39,37,51996,1,360,1,24,1,0.0325,197600,4,PT01
Cincinnati,39,47,197352,2,180,2,55,1,0.0263,159000,4,PT01
Cincinnati,39,107,17472,1,360,2,58,1,0.0338,72000,5,PT01
Cincinnati,39,113,119916,2,180,2,37,1,0.03,159000,4,PT02
Cincinnati,21,93,50910,2,360,2,47,1,0.0338,84000,5,PT01
Cincinnati,21,123,110360,2,180,2,47,1,0.0288,57500,5,PT01
Cincinnati,39,57,95557,1,360,2,39,1,0.035,183900,4,PT01
Cincinnati,39,93,98228,2,240,2,47,1,0.0338,130000,4,PT01
Cincinnati,39,61,177938,2,360,2,38,1,0.0338,273000,5,PT01
Cincinnati,39,41,125000,1,360,2,35,1,0.035,251980,3,PT02
Cincinnati,39,61,76423,2,360,2,35,1,0.0338,209500,5,PT01
Cincinnati,39,11,80543,2,360,2,48,1,0.0325,250000,5,PT01
Cincinnati,39,149,60466,2,360,2,28,1,0.0325,270000,5,PT01
Cincinnati,39,61,70000,2,360,2,31,1,0.0363,138840,4,PT01
Cincinnati,39,11,54080,2,180,2,32,1,0.0275,95000,5,PT01
Cincinnati,39,107,167091,2,180,2,51,1,0.0275,142500,5,PT01
Cincinnati,39,107,87796,1,360,2,49,1,0.0338,138000,5,PT01
Cincinnati,47,113,83060,2,360,2,33,1,0.035,208000,5,PT01
Cincinnati,39,107,80460,2,360,2,35,1,0.0338,156000,4,PT01
Cincinnati,39,11,138653,2,360,2,38,1,0.0325,289578,5,PT01
Cincinnati,39,107,67274,1,360,2,31,1,0.0338,113050,4,PT01
Cincinnati,39,11,62690,2,180,2,44,1,0.0288,150000,5,PT01
Cincinnati,39,37,42132,2,120,2,50,1,0.0275,48000,5,PT01
Cincinnati,39,49,77772,2,360,2,31,1,0.0338,139300,5,PT06
Cincinnati,39,25,40968,2,360,2,30,1,0.0338,56000,5,PT01
Cincinnati,39,25,134364,2,360,2,30,1,0.0338,177000,5,PT02
Cincinnati,39,165,105528,2,360,2,30,1,0.0338,238000,4,PT01
Cincinnati,39,23,108192,2,360,2,62,1,0.0338,204750,5,PT06
Cincinnati,39,113,54324,2,360,2,65,1,0.0338,138000,5,PT01
Cincinnati,39,57,74496,2,288,2,31,1,0.0338,112000,4,PT01
Cincinnati,39,109,88608,2,360,2,31,1,0.0338,188800,5,PT01
Cincinnati,39,57,135720,1,360,2,47,1,0.0338,259000,5,PT01
Cincinnati,39,113,41532,1,360,1,26,1,0.0338,140600,5,PT01
Cincinnati,39,113,112368,2,360,2,48,1,0.0338,228000,4,PT02
Cincinnati,39,135,56160,2,360,2,39,1,0.0338,130000,5,PT01
Cincinnati,39,113,188616,1,360,2,60,2,0.0338,248000,5,PT01
Cincinnati,39,113,91992,2,360,2,37,1,0.0338,262000,5,PT02
Cincinnati,39,57,131436,1,360,2,45,1,0.0338,259250,5,PT01
Cincinnati,39,113,99816,1,360,2,63,1,0.0338,240000,5,PT01
Cincinnati,39,57,184992,2,300,2,43,1,0.0338,396000,4,PT02
Cincinnati,39,61,88728,1,360,2,35,1,0.0338,137900,5,PT01
Cincinnati,39,25,126888,1,360,2,32,1,0.0338,330000,5,PT02
Cincinnati,21,15,111996,2,360,2,42,1,0.0338,227000,5,PT01
Cincinnati,39,17,129228,2,360,2,46,1,0.0338,146000,5,PT01
Cincinnati,39,165,53040,2,341,2,37,1,0.0338,134300,5,PT01
Cincinnati,39,61,398076,2,360,2,58,1,0.0338,250000,4,PT02
Cincinnati,39,61,113196,2,360,2,35,1,0.0338,307500,5,PT01
Cincinnati,39,61,202056,2,360,2,69,1,0.0338,286500,5,PT02
Cincinnati,39,17,54780,2,360,2,33,1,0.0338,188500,5,PT01
Cincinnati,39,61,105300,2,360,2,38,1,0.0325,223000,5,PT01
Cincinnati,39,61,130572,2,360,2,33,1,0.0325,171000,5,PT01
Cincinnati,39,17,54492,2,300,2,31,1,0.0338,108000,5,PT01
Cincinnati,39,61,233676,2,360,2,39,1,0.0338,417000,5,PT01
Cincinnati,39,165,123864,2,360,2,34,1,0.0338,289600,4,PT01
Cincinnati,39,49,119244,1,360,2,29,1,0.0338,228000,5,PT01
Cincinnati,39,61,41592,2,360,2,60,1,0.0338,102000,5,PT01
Cincinnati,39,17,126996,2,360,2,40,1,0.0338,175800,5,PT01
Cincinnati,39,17,86172,1,360,2,60,1,0.0338,86000,5,PT01
Cincinnati,21,15,73500,2,360,2,38,1,0.0338,165000,5,PT01
Cincinnati,39,61,555948,2,360,2,38,1,0.0338,417000,4,PT01
Cincinnati,39,17,58320,2,254,2,59,1,0.0338,125500,5,PT02
Cincinnati,39,17,265776,2,360,2,53,1,0.0338,123500,5,PT01
Cincinnati,39,25,55644,2,360,2,54,1,0.035,67200,5,PT06
Cincinnati,39,61,47832,2,360,2,57,1,0.0338,55000,4,PT01
Cincinnati,39,61,65000,2,360,2,29,1,0.0338,173500,5,PT01
Cincinnati,39,17,72924,2,360,2,68,1,0.0338,35000,5,PT01
Cincinnati,39,61,78180,2,300,2,41,1,0.0338,137600,5,PT01
Cincinnati,39,61,60480,1,360,1,49,1,0.0338,152000,5,PT01
Cincinnati,39,17,81384,1,360,2,57,1,0.0338,157600,5,PT01
Cincinnati,39,61,47796,2,360,2,33,1,0.0338,90000,3,PT01
Cincinnati,39,61,113808,1,360,1,25,1,0.0338,183600,5,PT02
Cincinnati,39,25,103992,1,360,2,58,1,0.0338,197600,5,PT01
Cincinnati,39,61,135000,1,360,1,31,1,0.0338,242400,5,PT02
Cincinnati,39,61,35496,1,360,1,26,1,0.0325,74300,5,PT01
Cincinnati,18,63,85992,2,360,2,39,1,0.0338,138600,5,PT01
Cincinnati,39,49,149388,2,360,2,37,1,0.0338,363600,5,PT01
Cincinnati,39,49,79968,2,360,2,59,1,0.0338,94150,3,PT01
Cincinnati,39,49,21288,1,360,2,66,1,0.0338,42000,4,PT06
Cincinnati,39,159,150816,2,360,2,39,1,0.0338,295000,5,PT02
Cincinnati,39,49,160020,2,360,2,28,1,0.0338,209000,5,PT01
Cincinnati,39,49,134364,2,360,2,70,1,0.0338,223500,5,PT01
Cincinnati,39,41,124248,2,360,2,48,1,0.0338,205500,5,PT02
Cincinnati,39,41,142548,2,300,2,41,1,0.035,230000,5,PT02
Cincinnati,39,49,158004,2,360,2,35,1,0.0338,207000,5,PT01
Cincinnati,39,49,144996,2,336,2,42,1,0.0338,360000,5,PT02
Cincinnati,39,41,96384,2,360,2,36,1,0.0338,198000,5,PT02
Cincinnati,39,41,124848,2,360,2,45,1,0.0338,341000,5,PT01
Cincinnati,18,97,45852,2,360,2,68,1,0.0338,72800,5,PT01
Cincinnati,18,63,67404,2,360,2,34,1,0.035,136400,5,PT01
Cincinnati,18,97,127500,2,314,2,38,1,0.0338,225100,5,PT01
Cincinnati,18,3,148032,2,360,2,32,1,0.0338,171000,4,PT02
Cincinnati,18,57,294216,2,360,2,50,1,0.0338,417000,5,PT02
Cincinnati,18,97,74508,2,360,2,58,1,0.0338,130300,5,PT01
Cincinnati,18,81,101820,2,360,2,38,1,0.0338,235000,5,PT02
Cincinnati,18,57,219204,2,360,2,43,1,0.0338,231500,5,PT02
Cincinnati,18,57,107904,2,360,2,38,1,0.0338,203150,4,PT02
Cincinnati,18,145,67836,1,360,2,52,1,0.0338,204000,5,PT01
Cincinnati,18,57,76644,1,360,2,32,1,0.0338,225000,5,PT02
Cincinnati,18,57,203244,2,336,2,56,1,0.0338,248000,5,PT02
Cincinnati,18,57,107928,2,333,2,37,1,0.0338,284250,5,PT01
Cincinnati,18,97,109500,1,360,2,34,1,0.0338,232000,5,PT01
Cincinnati,39,17,40716,1,360,2,81,1,0.0338,80000,5,PT06
Cincinnati,39,113,172584,1,360,2,42,1,0.0338,239400,5,PT01
Cincinnati,39,49,254988,2,360,2,46,1,0.0338,417000,5,PT02
Cincinnati,39,61,52308,2,360,2,59,1,0.0338,121000,5,PT01
Cincinnati,21,117,112992,2,288,2,55,1,0.0325,203000,5,PT01
Cincinnati,39,25,117792,2,360,2,43,1,0.0338,238000,4,PT02
Cincinnati,39,17,66900,2,360,2,71,1,0.0338,130000,5,PT01
Cincinnati,21,117,81636,2,360,2,38,1,0.0338,254000,4,PT01
Cincinnati,39,17,153996,2,360,2,38,1,0.0338,106900,5,PT02
Cincinnati,39,61,89076,2,360,2,52,1,0.0338,172000,5,PT01
Cincinnati,39,15,97416,2,360,2,45,1,0.035,240000,5,PT01
Cincinnati,39,61,176118,1,360,2,34,1,0.0338,370400,5,PT01
Cincinnati,39,17,140856,2,360,2,61,1,0.0338,236000,5,PT02
Cincinnati,39,61,142452,2,360,2,52,1,0.0338,144000,5,PT01
Cincinnati,39,23,23676,1,360,2,51,1,0.035,68000,5,PT01
Cincinnati,39,49,138919,1,180,2,44,1,0.0288,76000,5,PT06
Cincinnati,39,17,110043,1,360,2,34,1,0.035,244800,3,PT02
Cincinnati,39,11,168192,1,360,2,28,1,0.0338,260000,4,PT01
Cincinnati,21,151,80532,2,180,2,53,1,0.0288,145700,3,PT01
Cincinnati,39,61,45996,1,360,2,25,1,0.0338,144000,4,PT02
Cincinnati,21,73,104736,1,360,2,38,1,0.0338,219000,5,PT01
Cincinnati,39,49,124992,2,360,2,58,1,0.0338,213000,5,PT01
Cincinnati,39,49,165312,2,360,2,39,1,0.0338,155500,5,PT01
Cincinnati,21,117,66800,1,360,2,30,1,0.035,160020,5,PT01
Cincinnati,39,41,181944,2,360,2,65,1,0.0338,228000,5,PT02
Cincinnati,39,49,217776,1,360,2,45,1,0.0338,336000,5,PT02
Cincinnati,39,15,57732,1,360,2,43,1,0.0338,101000,4,PT01
Cincinnati,39,41,85488,2,360,2,35,1,0.0338,265000,5,PT01
Cincinnati,18,29,249732,2,360,2,55,1,0.0338,189800,5,PT02
Cincinnati,21,211,64992,2,360,2,35,1,0.0338,147200,5,PT01
Cincinnati,18,5,209496,1,360,2,45,1,0.035,335700,5,PT01
Cincinnati,39,109,32232,1,360,1,31,1,0.0338,73500,5,PT01
Cincinnati,39,109,137088,2,360,2,44,1,0.0338,311500,5,PT01
Cincinnati,21,67,79992,2,360,2,37,1,0.0338,120000,4,PT01
Cincinnati,39,113,50220,1,360,1,27,1,0.0338,111280,5,PT01
Cincinnati,39,113,168840,2,348,2,51,1,0.035,168000,4,PT01
Cincinnati,39,27,82236,2,360,2,54,1,0.0338,262000,4,PT01
Cincinnati,39,61,126504,1,360,2,37,1,0.0338,224000,4,PT01
Cincinnati,39,113,44256,2,360,2,49,1,0.0338,85000,3,PT01
Cincinnati,39,109,143808,2,360,2,36,1,0.035,391500,5,PT02
Cincinnati,39,165,60588,2,360,2,67,1,0.0338,177600,5,PT02
Cincinnati,21,67,56916,1,360,2,46,1,0.0338,132500,4,PT01
Cincinnati,39,113,103812,2,360,2,48,1,0.0338,303500,4,PT01
Cincinnati,39,61,89239,1,360,2,31,1,0.035,170000,5,PT01
Cincinnati,39,113,77016,1,360,1,35,1,0.0338,123500,5,PT01
Cincinnati,39,61,61000,1,360,1,22,1,0.0325,148800,5,PT06
Cincinnati,39,17,69372,1,360,2,60,1,0.0338,220000,4,PT01
Cincinnati,21,67,90924,2,360,2,49,1,0.0338,181500,4,PT01
Cincinnati,21,67,85920,2,360,2,32,1,0.0338,288000,5,PT01
Cincinnati,39,109,81360,1,360,2,40,1,0.0325,166500,5,PT01
Cincinnati,39,17,127442,2,360,2,56,1,0.035,360000,4,PT02
Cincinnati,39,41,84648,2,360,2,26,1,0.0325,190000,4,PT01
Cincinnati,39,61,100860,2,360,2,80,1,0.0338,274000,4,PT02
Cincinnati,18,29,54480,2,360,2,56,1,0.0338,152750,4,PT01
Cincinnati,39,165,73560,2,360,2,69,1,0.035,192000,4,PT01
