FHLBank,FIPSStateCode,FIPSCountyCode,Income,Purpose,Term,First,BoAge,Occup,Rate,Amount,BoCreditScore,PropType
Chicago,55,87,210000,1,180,1,30,1,0.0275,270800,5,PT01
Chicago,55,93,61345,2,360,2,39,1,0.0338,130000,5,PT01
Chicago,55,105,53326,2,180,2,76,1,0.0275,75000,3,PT01
Chicago,55,141,61080,2,360,2,26,1,0.035,154000,4,PT01
Chicago,55,141,126300,1,360,2,42,1,0.0338,148118,4,PT01
Chicago,55,141,21576,1,360,2,66,1,0.0338,56505,1,PT01
Chicago,17,173,52764,2,360,2,41,1,0.0388,160000,3,PT01
Chicago,55,25,226092,2,360,2,32,1,0.0338,417000,5,PT01
Chicago,55,63,196872,2,360,2,62,1,0.0338,322000,5,PT01
Chicago,55,139,48048,2,360,2,38,1,0.0313,88000,3,PT01
Chicago,55,25,180768,2,360,2,37,1,0.0338,370000,4,PT01
Chicago,55,135,98796,2,360,2,37,1,0.0325,315500,5,PT01
Chicago,17,157,90552,1,180,2,31,1,0.0288,113600,5,PT01
Chicago,17,195,25807,1,360,1,21,1,0.035,52750,3,PT01
Chicago,55,121,73248,2,360,2,43,1,0.0338,132000,5,PT01
Chicago,17,49,182628,2,180,2,55,1,0.0275,165000,5,PT01
Chicago,55,121,168960,2,240,2,49,1,0.0313,186600,3,PT01
Chicago,55,1,79944,2,240,2,51,1,0.0363,105000,3,PT04
Chicago,17,27,81360,1,360,2,29,1,0.0325,206196,2,PT01
Chicago,17,167,55644,1,360,2,28,1,0.0338,147500,3,PT01
Chicago,17,115,55152,1,360,1,26,1,0.0338,134696,5,PT01
Chicago,17,167,40152,1,360,1,29,1,0.0325,54563,2,PT04
Chicago,55,9,100383,1,360,2,47,1,0.035,126150,3,PT01
Chicago,17,119,53806,1,360,1,35,1,0.035,131212,5,PT01
Chicago,55,77,29987,2,360,2,67,1,0.035,51000,5,PT01
Chicago,55,47,94926,2,120,2,58,1,0.0288,125500,4,PT01
Chicago,55,77,17561,2,360,2,56,1,0.0338,98500,4,PT01
Chicago,17,75,49251,1,360,2,44,1,0.0338,66000,4,PT01
Chicago,17,49,98000,2,360,2,30,1,0.0338,268961,5,PT01
Chicago,17,177,75372,1,360,2,34,1,0.0325,136868,3,PT01
Chicago,55,63,63168,2,240,2,48,1,0.0313,157000,4,PT01
Chicago,55,45,85500,1,360,2,27,1,0.0338,387500,4,PT01
Chicago,55,45,90924,2,240,2,40,1,0.03,180000,4,PT01
Chicago,55,141,87660,2,180,2,68,1,0.0275,155000,3,PT01
Chicago,17,1,99372,2,180,2,58,1,0.0275,192500,5,PT01
Chicago,27,169,140100,2,180,2,42,1,0.0288,230000,5,PT01
Chicago,17,1,58452,1,360,1,29,1,0.0338,87920,4,PT01
Chicago,55,1,140808,2,180,2,69,1,0.0288,125500,5,PT01
Chicago,17,157,106428,2,360,2,44,1,0.0338,119014,4,PT01
Chicago,17,109,56832,1,360,1,24,1,0.0338,91516,4,PT01
Chicago,55,79,73224,2,300,2,31,1,0.035,128000,5,PT01
Chicago,55,79,145000,1,360,2,35,1,0.0338,256000,5,PT01
Chicago,55,133,67668,1,360,2,49,1,0.036,326800,4,PT01
Chicago,55,133,168637,2,360,2,30,1,0.035,415000,5,PT01
Chicago,55,131,93601,2,360,2,27,1,0.0355,194000,5,PT01
Chicago,55,25,74952,2,360,2,59,1,0.0338,221000,5,PT01
Chicago,55,9,46974,1,360,1,41,1,0.035,110300,1,PT01
Chicago,55,9,89593,1,360,2,41,1,0.035,170700,3,PT01
Chicago,55,25,196000,2,360,2,42,1,0.0338,410000,5,PT01
Chicago,17,201,54828,1,360,1,26,1,0.0363,83460,2,PT01
Chicago,17,201,37440,1,360,1,31,1,0.035,89842,3,PT01
Chicago,17,201,59784,1,360,2,38,1,0.035,166920,2,PT01
Chicago,17,201,30384,1,360,1,26,1,0.035,90557,2,PT01
Chicago,17,201,37644,1,360,1,40,1,0.0363,58421,2,PT01
Chicago,17,201,110419,1,360,2,36,1,0.0338,128627,5,PT01
Chicago,17,43,137064,2,360,2,38,1,0.0425,279200,3,PT01
Chicago,17,43,144996,2,360,2,47,1,0.0399,400000,4,PT01
Chicago,17,31,78120,2,360,2,35,1,0.0388,225000,4,PT01
Chicago,17,97,78360,1,360,1,35,1,0.0399,252000,5,PT01
Chicago,17,31,42384,2,360,2,67,1,0.0438,212000,4,PT01
Chicago,17,31,52740,2,360,2,53,1,0.0413,307400,4,PT01
Chicago,17,43,187692,1,360,2,55,1,0.0388,407455,2,PT07
Chicago,17,197,435708,2,240,2,60,1,0.0388,417000,4,PT01
Chicago,17,111,115740,2,240,2,37,1,0.035,209600,5,PT01
Chicago,17,201,33600,1,360,1,32,1,0.0413,88762,2,PT01
Chicago,17,201,49956,1,360,2,36,1,0.04,171731,3,PT01
Chicago,17,201,41604,1,360,1,32,1,0.0413,124699,2,PT01
Chicago,55,79,116836,2,360,2,30,1,0.035,277800,5,PT01
Chicago,17,197,88824,1,360,2,51,1,0.0375,271350,3,PT07
Chicago,17,31,92844,2,360,2,40,1,0.0375,220000,4,PT01
Chicago,55,25,264372,2,360,2,45,1,0.0375,417000,4,PT01
Chicago,17,111,180036,2,360,2,50,1,0.0375,343000,5,PT01
Chicago,17,43,175452,1,360,1,48,1,0.0363,233700,4,PT11
Chicago,17,111,89508,1,360,2,32,1,0.0338,208000,5,PT07
Chicago,17,97,90252,1,360,2,40,1,0.0375,189200,4,PT11
Chicago,17,31,82764,2,360,2,50,1,0.0375,240450,5,PT01
Chicago,17,31,123000,1,360,1,37,1,0.0363,289750,4,PT11
Chicago,17,43,145188,1,360,1,51,1,0.0375,380000,2,PT01
Chicago,17,31,138036,1,360,1,32,1,0.0338,391500,4,PT11
Chicago,17,31,104916,1,360,2,34,1,0.0363,348000,5,PT11
Chicago,17,31,67500,1,360,1,25,1,0.0349,261250,5,PT11
Chicago,17,49,114858,2,180,2,36,1,0.0275,130274,4,PT01
Chicago,17,31,272328,1,360,2,52,2,0.0349,168000,5,PT11
Chicago,17,31,117000,1,360,2,36,1,0.0363,210800,4,PT11
Chicago,55,111,138804,2,180,2,37,1,0.0288,118000,4,PT01
Chicago,55,25,70992,2,360,2,33,1,0.0325,158000,5,PT01
Chicago,4,13,175330,1,240,2,53,1,0.0338,300000,4,PT01
Chicago,17,195,18300,1,360,1,53,1,0.035,42056,2,PT01
Chicago,17,19,35006,1,360,1,26,1,0.0338,125253,4,PT01
Chicago,17,137,53961,1,360,2,59,1,0.0325,99153,3,PT01
Chicago,17,157,44652,2,180,2,33,1,0.0288,150282,5,PT01
Chicago,17,43,46200,2,360,2,42,1,0.0375,184000,5,PT01
Chicago,17,43,71904,1,360,2,75,1,0.0363,186800,4,PT11
Chicago,17,31,156600,2,360,2,46,1,0.0363,359250,4,PT01
Chicago,17,31,100248,1,360,1,48,1,0.0375,204250,3,PT07
Chicago,17,31,214992,1,360,1,29,1,0.035,385700,5,PT11
Chicago,17,43,95604,2,360,2,34,1,0.0338,315000,5,PT01
Chicago,17,31,195000,1,360,2,30,1,0.0363,378100,4,PT11
Chicago,17,31,114996,1,360,1,37,1,0.035,417000,5,PT01
Chicago,17,31,87396,1,360,1,40,1,0.0375,79200,4,PT11
Chicago,17,43,101052,1,360,2,28,1,0.0363,272000,5,PT01
Chicago,17,31,68244,2,360,2,45,1,0.0399,247500,4,PT01
Chicago,17,31,181584,1,360,1,29,1,0.0388,185250,3,PT11
Chicago,17,31,116748,1,360,1,30,1,0.0388,301150,5,PT01
Chicago,17,31,80004,2,360,2,56,1,0.0388,272000,4,PT01
Chicago,17,43,68868,2,360,2,44,1,0.0399,222400,4,PT01
Chicago,17,197,111732,2,360,2,32,1,0.0399,166600,3,PT01
Chicago,17,43,118596,2,360,2,33,1,0.0388,150000,5,PT01
Chicago,17,31,97500,1,360,1,28,1,0.0425,234000,2,PT11
Chicago,17,43,85008,2,360,2,51,1,0.0425,164000,5,PT11
Chicago,17,43,83016,1,360,2,34,1,0.04,210000,3,PT01
Chicago,17,43,120084,1,360,2,31,1,0.0388,319500,3,PT01
Chicago,17,111,139716,1,360,2,55,2,0.0425,111920,2,PT01
Chicago,17,31,201996,1,360,2,57,1,0.0388,392000,3,PT11
Chicago,17,31,79692,1,360,2,27,1,0.0388,306000,4,PT01
Chicago,17,31,144000,1,360,2,34,1,0.0388,323200,5,PT11
Chicago,17,31,94920,2,360,2,46,1,0.045,223000,3,PT01
Chicago,17,111,44652,2,240,2,48,1,0.0363,162400,5,PT01
Chicago,17,31,88692,2,360,2,31,1,0.0388,170000,4,PT09
Chicago,17,31,153756,2,360,2,61,1,0.0388,600000,4,PT09
Chicago,17,31,74124,2,360,2,43,1,0.035,300000,4,PT01
Chicago,17,31,46152,2,360,2,43,1,0.0475,206250,2,PT01
Chicago,17,197,75516,1,360,2,33,1,0.0399,229500,2,PT07
Chicago,17,173,151716,2,360,2,46,1,0.0375,278706,3,PT01
Chicago,55,137,131208,1,360,2,61,2,0.035,157600,5,PT01
Chicago,55,39,159396,1,360,2,40,1,0.035,328000,5,PT01
Chicago,55,139,55080,1,360,2,34,1,0.035,81750,5,PT01
Chicago,55,39,41208,1,360,2,25,1,0.035,182320,4,PT01
Chicago,55,39,163968,2,360,2,55,1,0.035,175500,5,PT01
Chicago,55,39,51852,1,360,1,33,1,0.035,47000,4,PT01
Chicago,55,39,124992,1,360,1,28,1,0.035,127300,5,PT01
Chicago,55,39,81348,1,360,2,53,1,0.035,211900,5,PT01
Chicago,55,39,104160,2,360,2,64,1,0.035,144250,5,PT01
Chicago,55,39,107208,1,360,2,50,1,0.0338,137750,5,PT01
Chicago,55,39,109656,2,360,2,43,1,0.035,171500,5,PT01
Chicago,17,1,157080,2,360,2,38,1,0.0338,125500,5,PT01
Chicago,17,147,103659,2,240,2,32,1,0.0313,216000,3,PT01
Chicago,55,131,90012,2,180,2,48,1,0.0275,60000,5,PT01
Chicago,17,31,90000,1,360,1,25,1,0.0425,180500,3,PT11
Chicago,17,157,99792,2,144,2,38,1,0.0288,139057,5,PT01
Chicago,17,167,90996,1,360,2,38,1,0.0313,138446,1,PT01
Chicago,17,157,103608,2,180,2,42,1,0.0288,114717,4,PT01
Chicago,17,1,104196,1,360,1,35,1,0.0325,208000,5,PT01
Chicago,55,97,95016,2,360,2,69,1,0.0375,120000,4,PT01
Chicago,55,25,93684,2,360,2,62,1,0.0338,265000,5,PT01
Chicago,17,141,72996,2,180,2,67,1,0.03,129255,4,PT01
Chicago,55,55,45756,2,360,2,46,1,0.0325,178000,5,PT01
Chicago,17,21,136274,1,360,2,36,1,0.035,116000,4,PT01
Chicago,17,115,73788,1,360,2,51,1,0.0338,71200,5,PT01
Chicago,55,9,233770,2,180,2,44,1,0.0288,100000,5,PT01
Chicago,17,119,98100,2,360,2,31,1,0.0413,208000,5,PT07
Chicago,17,167,35712,1,360,1,34,1,0.0325,104573,3,PT01
Chicago,12,131,340548,1,360,2,46,1,0.036,330000,3,PT07
Chicago,17,143,110616,2,180,2,33,1,0.0295,260000,5,PT01
Chicago,17,49,108568,1,360,2,35,1,0.0338,136135,5,PT01
Chicago,55,115,44196,1,360,1,29,1,0.0375,154150,5,PT01
Chicago,55,115,33780,1,360,1,39,1,0.035,92500,3,PT01
Chicago,29,31,899900,1,360,2,48,1,0.0338,400000,4,PT01
Chicago,55,81,76773,2,180,2,56,1,0.0275,64000,4,PT01
Chicago,17,21,47936,1,360,1,73,1,0.0338,83000,4,PT01
Chicago,55,9,59088,1,360,1,34,1,0.035,94750,2,PT01
Chicago,17,5,64584,2,360,2,37,1,0.0375,60000,2,PT01
Chicago,17,131,51703,1,360,2,29,1,0.0338,158000,3,PT01
Chicago,17,17,97644,2,180,2,44,1,0.0288,108000,4,PT01
Chicago,17,15,45000,2,180,2,53,1,0.0275,70733,5,PT01
Chicago,55,39,68148,1,360,2,36,1,0.035,182665,5,PT01
Chicago,17,173,102840,2,180,2,65,1,0.03,101600,5,PT01
Chicago,55,131,166296,2,240,2,55,1,0.03,383000,5,PT01
Chicago,55,133,275664,1,240,2,40,1,0.0338,408000,5,PT01
Chicago,55,89,118848,2,240,2,30,1,0.0338,209000,5,PT01
Chicago,55,79,57132,2,360,2,36,1,0.035,160000,4,PT01
Chicago,55,79,150372,2,360,2,46,1,0.035,293000,4,PT01
Chicago,55,89,139152,2,360,2,31,1,0.034,417000,5,PT01
Chicago,55,115,45000,1,360,1,30,1,0.035,98700,1,PT01
Chicago,17,29,97848,1,360,2,44,1,0.0363,96000,5,PT01
Chicago,17,5,107160,2,240,2,52,1,0.03,197500,5,PT01
Chicago,17,97,198252,2,240,2,50,1,0.0325,400000,5,PT01
Chicago,17,31,185208,2,240,2,55,1,0.035,204700,5,PT01
Chicago,6,85,202080,2,240,2,44,1,0.0338,500000,5,PT01
Chicago,53,33,335616,2,240,2,45,1,0.0325,417000,4,PT01
Chicago,27,53,242436,2,240,2,48,1,0.0325,370000,4,PT01
Chicago,17,31,123468,2,240,2,58,1,0.0388,414000,4,PT01
Chicago,18,157,85104,2,240,2,48,1,0.0388,181000,4,PT07
Chicago,6,59,192000,2,240,2,55,1,0.04,453000,2,PT01
Chicago,6,59,137628,2,360,2,45,1,0.0488,620400,5,PT01
Chicago,6,95,221112,2,360,2,39,1,0.0388,417000,4,PT01
Chicago,6,75,230592,2,360,2,40,2,0.0413,521000,4,PT01
Chicago,6,81,97428,2,360,2,35,1,0.0388,500000,4,PT01
Chicago,6,75,185544,2,360,2,57,1,0.0388,625500,5,PT01
Chicago,29,183,162132,2,360,2,62,1,0.0388,241500,5,PT07
Chicago,6,59,160092,2,360,2,62,1,0.0388,432600,3,PT01
Chicago,6,81,141744,2,360,2,57,1,0.0388,552000,4,PT01
Chicago,6,75,108516,1,360,1,43,1,0.0388,625000,5,PT01
Chicago,37,179,109992,2,360,2,53,1,0.0388,240000,4,PT01
Chicago,6,37,124128,2,360,2,43,1,0.0388,625500,5,PT01
Chicago,6,83,59724,2,360,2,63,1,0.04,225000,4,PT11
Chicago,6,75,126360,2,360,2,64,1,0.0388,625000,5,PT01
Chicago,17,97,135000,2,360,2,60,1,0.0388,189000,5,PT01
Chicago,24,31,154392,2,360,2,60,1,0.0388,496000,4,PT01
Chicago,9,1,293820,1,360,2,50,1,0.035,525000,5,PT01
Chicago,51,59,188388,2,360,2,47,1,0.035,612000,5,PT07
Chicago,6,59,262092,2,360,2,49,1,0.0325,534000,5,PT01
Chicago,6,85,199992,2,360,2,43,1,0.035,625500,5,PT01
Chicago,6,85,86484,2,360,2,57,1,0.035,448000,4,PT01
Chicago,8,59,50736,2,360,2,70,1,0.0325,232000,5,PT07
Chicago,6,85,159996,2,360,2,42,1,0.0363,407000,5,PT07
Chicago,51,59,120000,2,360,2,42,1,0.0338,275000,5,PT07
Chicago,6,1,122124,2,360,2,37,1,0.035,620000,4,PT01
Chicago,6,37,123516,2,360,2,41,1,0.0363,453000,4,PT01
Chicago,11,1,197436,2,360,2,49,1,0.0363,555500,5,PT01
Chicago,6,1,161556,2,360,2,37,1,0.035,625500,5,PT01
Chicago,6,59,436296,2,360,2,46,1,0.035,570000,5,PT07
Chicago,6,1,154992,2,360,2,51,1,0.0363,550000,5,PT07
Chicago,6,59,224400,1,360,2,32,1,0.035,625500,5,PT07
Chicago,42,91,150120,1,360,1,37,1,0.0325,303750,5,PT01
Chicago,6,85,111000,2,360,2,47,1,0.0375,585000,4,PT01
Chicago,34,27,157704,2,360,2,52,1,0.0375,540000,5,PT01
Chicago,6,1,183168,2,360,2,30,1,0.035,606150,5,PT07
Chicago,6,85,151440,2,360,2,40,1,0.035,460000,5,PT01
Chicago,6,59,191268,2,360,2,45,1,0.0375,569500,3,PT07
Chicago,9,1,156000,1,360,2,51,1,0.035,600000,4,PT01
Chicago,51,153,32376,2,360,2,30,1,0.035,160000,3,PT07
Chicago,6,75,93228,1,360,1,57,1,0.0375,500000,5,PT01
Chicago,6,13,168504,2,360,2,68,1,0.0375,601500,5,PT07
Chicago,6,13,274692,2,360,2,39,1,0.0375,603000,4,PT01
Chicago,25,17,118872,1,360,2,41,1,0.0338,417000,5,PT01
Chicago,6,85,118416,2,360,2,33,1,0.0363,569000,5,PT01
Chicago,45,57,108972,1,360,2,54,1,0.0338,250000,5,PT07
Chicago,6,85,219732,2,360,2,43,1,0.0375,625000,5,PT07
Chicago,6,85,121992,2,360,2,55,1,0.0363,546000,4,PT07
Chicago,6,85,160992,2,360,2,32,1,0.035,509000,5,PT07
Chicago,6,59,247944,2,360,2,51,1,0.0363,476000,5,PT11
Chicago,6,37,148476,2,360,2,59,1,0.0363,480000,5,PT11
Chicago,6,73,176352,2,360,2,37,1,0.0363,477000,5,PT01
Chicago,6,85,119628,2,360,2,33,1,0.035,511500,4,PT01
Chicago,6,37,158436,1,360,1,29,1,0.035,600000,5,PT01
Chicago,6,1,124248,2,360,2,50,1,0.0338,582000,5,PT07
Chicago,6,111,132780,1,360,2,36,1,0.0375,603750,5,PT01
Chicago,6,111,124764,2,360,2,52,1,0.0363,417000,5,PT01
Chicago,26,125,76392,2,360,2,28,1,0.0363,212000,4,PT01
Chicago,6,71,120972,2,360,2,45,1,0.0338,296000,5,PT07
Chicago,6,81,133368,2,360,2,30,1,0.035,554000,5,PT01
Chicago,6,1,267948,2,360,2,65,1,0.0363,582000,5,PT07
Chicago,6,1,132084,2,360,2,41,1,0.035,585000,5,PT01
Chicago,6,85,127488,2,360,2,37,1,0.0375,547000,4,PT01
Chicago,6,37,141756,2,360,2,35,1,0.035,461000,5,PT01
Chicago,6,59,110304,2,360,2,45,1,0.035,417000,5,PT01
Chicago,6,37,75276,2,360,2,28,1,0.0338,331000,5,PT01
Chicago,6,59,225012,2,360,2,55,1,0.0375,508100,5,PT01
Chicago,6,75,139992,2,360,2,39,1,0.0363,615750,5,PT01
Chicago,51,3,773364,1,360,2,32,1,0.035,417000,5,PT07
Chicago,6,81,153432,2,360,2,50,1,0.0375,607000,5,PT11
Chicago,6,85,142224,2,360,2,55,1,0.0338,625500,5,PT07
Chicago,6,59,119088,1,360,2,32,1,0.0375,565500,5,PT01
Chicago,6,37,231912,2,360,2,49,1,0.0375,378000,4,PT01
Chicago,17,31,137592,1,360,2,62,1,0.0338,300000,5,PT07
Chicago,11,1,129996,2,360,2,40,1,0.035,438500,5,PT01
Chicago,6,13,156000,2,360,2,46,1,0.035,560000,5,PT07
Chicago,6,37,199140,2,360,2,55,1,0.0363,470000,5,PT01
Chicago,25,27,162756,2,360,2,44,1,0.035,417000,3,PT01
Chicago,6,41,229608,2,360,2,47,1,0.0363,440000,5,PT01
Chicago,24,31,141552,2,360,2,56,1,0.0338,225000,5,PT07
Chicago,8,31,161616,2,360,2,40,1,0.035,351000,5,PT01
Chicago,6,73,193332,2,360,2,47,1,0.0363,450000,5,PT07
Chicago,6,59,255000,2,360,2,33,1,0.0363,488000,4,PT07
Chicago,6,81,110148,2,360,2,40,1,0.035,473000,5,PT01
Chicago,6,81,306192,2,360,2,50,1,0.035,474000,5,PT01
Chicago,6,41,181080,2,360,2,63,1,0.035,541000,5,PT07
Chicago,6,37,91344,2,360,2,31,1,0.0363,470000,5,PT01
Chicago,6,83,204996,2,360,2,49,1,0.035,625500,4,PT01
Chicago,49,43,81252,1,360,2,53,1,0.035,400000,5,PT07
Chicago,53,61,96000,1,360,2,49,1,0.035,250000,4,PT07
Chicago,6,85,144996,2,360,2,28,1,0.035,517000,5,PT11
Chicago,48,491,119736,2,360,2,29,1,0.0325,347100,3,PT07
Chicago,6,1,216564,2,360,2,31,1,0.035,607000,4,PT07
Chicago,13,67,161940,1,360,2,67,1,0.0338,350000,5,PT07
Chicago,6,37,154404,2,360,2,33,1,0.035,463000,5,PT01
Chicago,36,59,186240,2,360,2,53,1,0.0338,350000,5,PT01
Chicago,6,13,226164,2,360,2,45,1,0.0375,607000,5,PT07
Chicago,6,37,259992,2,360,2,56,1,0.0375,625500,4,PT01
Chicago,51,59,128544,1,360,2,59,1,0.0363,486850,4,PT11
Chicago,6,65,104112,2,360,2,34,1,0.0363,277000,2,PT01
Chicago,34,17,199992,2,360,2,44,1,0.0375,455000,4,PT11
Chicago,6,85,325440,2,360,2,46,1,0.0363,620000,5,PT07
Chicago,6,85,90216,2,360,2,27,1,0.035,435000,4,PT01
Chicago,24,31,108624,2,360,2,78,1,0.0325,320000,5,PT07
Chicago,6,81,169548,2,360,2,49,1,0.0363,582000,5,PT01
Chicago,29,189,114936,1,360,2,60,1,0.0363,236000,5,PT01
Chicago,26,163,96792,2,360,2,32,1,0.0363,125000,4,PT11
Chicago,17,97,299916,1,360,2,59,1,0.035,417000,4,PT01
Chicago,8,59,186792,2,360,2,41,1,0.0325,400000,5,PT07
Chicago,6,1,76500,2,360,2,33,1,0.035,346000,5,PT01
Chicago,25,17,145824,1,360,2,41,1,0.035,523000,5,PT01
Chicago,6,59,76872,2,360,2,73,1,0.035,278000,5,PT01
Chicago,12,99,179352,1,360,2,67,1,0.0338,330000,5,PT07
Chicago,6,85,271692,2,360,2,60,1,0.0375,563000,5,PT01
Chicago,6,81,84540,2,360,2,34,1,0.0363,479000,5,PT01
Chicago,6,37,139992,2,360,2,40,1,0.035,483500,5,PT01
Chicago,6,75,164376,2,360,2,50,1,0.035,575000,5,PT01
Chicago,6,37,109476,2,360,2,35,1,0.0338,411000,4,PT01
Chicago,6,59,175764,2,360,2,38,1,0.0363,445000,5,PT01
Chicago,6,37,145596,2,360,2,49,1,0.0375,619000,5,PT01
Chicago,36,119,127500,2,360,2,55,1,0.0363,368000,5,PT01
Chicago,6,55,141900,2,360,2,64,1,0.035,625500,5,PT01
Chicago,24,27,164988,1,360,1,36,1,0.0363,517500,5,PT01
Chicago,15,9,133512,2,360,2,64,1,0.0338,580000,5,PT11
Chicago,6,1,57036,2,360,2,44,1,0.0363,351000,3,PT01
Chicago,6,1,116724,1,360,2,41,1,0.035,500000,5,PT01
Chicago,6,37,124104,2,360,2,44,1,0.0363,295000,5,PT01
Chicago,6,37,139992,2,360,2,49,1,0.035,280000,5,PT01
Chicago,48,453,129888,1,360,1,33,1,0.0325,364000,4,PT07
Chicago,6,75,124992,1,360,1,24,1,0.035,625500,5,PT01
Chicago,6,59,121212,2,360,2,42,1,0.0363,600000,5,PT07
Chicago,6,37,118356,2,360,2,79,1,0.0325,255000,5,PT11
Chicago,6,1,90000,1,360,1,35,1,0.0363,495000,4,PT07
Chicago,6,13,248412,2,360,2,54,1,0.035,609000,5,PT01
Chicago,6,75,125772,2,360,2,30,1,0.0363,510000,4,PT01
Chicago,34,25,129756,2,360,2,47,1,0.035,400000,5,PT01
Chicago,26,125,147240,1,360,2,35,1,0.035,260000,5,PT01
Chicago,27,163,82404,2,360,2,32,1,0.0325,283000,5,PT01
Chicago,12,11,318048,1,360,2,39,1,0.0363,417000,5,PT07
Chicago,6,37,165636,2,360,2,41,1,0.035,492000,5,PT01
Chicago,6,73,136236,2,360,2,53,1,0.0363,505000,5,PT07
Chicago,6,59,126732,2,360,2,46,1,0.0363,625000,4,PT07
Chicago,6,37,162084,2,360,2,38,1,0.035,606000,5,PT01
Chicago,6,85,188208,1,360,1,41,1,0.0363,565000,5,PT07
Chicago,51,107,193992,2,360,2,47,1,0.0338,527000,5,PT07
Chicago,6,73,79884,2,360,2,60,1,0.035,417000,5,PT01
Chicago,6,1,267312,2,360,2,45,1,0.0375,625500,5,PT01
Chicago,6,85,180000,2,360,2,38,1,0.0325,625500,5,PT01
Chicago,26,161,149628,2,360,2,46,1,0.0375,243000,4,PT01
Chicago,6,111,208224,2,360,2,57,1,0.035,407000,5,PT07
Chicago,6,59,78132,2,360,2,54,1,0.035,355000,5,PT01
Chicago,25,17,165000,2,360,2,36,1,0.035,364000,4,PT01
Chicago,29,189,144900,1,360,2,49,1,0.0338,417000,5,PT01
Chicago,6,59,162504,2,360,2,56,1,0.0363,519000,5,PT07
Chicago,6,37,91260,2,360,2,58,1,0.0325,359900,4,PT11
Chicago,6,37,113208,2,360,2,72,1,0.035,409000,5,PT01
Chicago,17,31,146796,1,360,2,30,1,0.0338,285000,4,PT11
Chicago,6,41,403476,2,360,2,46,1,0.035,463000,5,PT07
Chicago,36,47,188796,1,360,2,58,2,0.0375,625000,5,PT11
Chicago,6,83,165036,2,360,2,48,1,0.0363,590500,5,PT01
Chicago,26,93,104100,2,300,2,33,1,0.0375,180000,5,PT01
Chicago,17,31,82320,2,360,2,66,1,0.0338,288500,5,PT07
Chicago,6,37,79896,2,360,2,37,1,0.035,300000,4,PT01
Chicago,6,37,280260,2,360,2,54,1,0.0325,390000,4,PT01
Chicago,6,85,81240,2,360,2,54,1,0.0375,502000,5,PT01
Chicago,6,13,193056,2,360,2,46,1,0.035,447000,5,PT07
Chicago,6,1,150804,2,360,2,45,1,0.0363,462000,4,PT01
Chicago,6,37,174144,2,360,2,34,1,0.0338,388000,5,PT11
Chicago,6,59,203868,2,360,2,43,1,0.0363,598000,4,PT01
Chicago,6,59,150732,2,360,2,55,1,0.0363,579000,5,PT01
Chicago,6,85,96000,2,360,2,63,1,0.035,333000,5,PT01
Chicago,6,85,123684,2,360,2,43,1,0.0363,495200,4,PT01
Chicago,17,43,96564,1,360,2,43,1,0.035,210000,4,PT07
Chicago,6,85,171312,2,360,2,42,1,0.035,567600,4,PT01
Chicago,6,37,166464,2,360,2,44,1,0.0325,575000,5,PT01
Chicago,6,85,139992,2,360,2,29,1,0.035,540000,5,PT01
Chicago,6,65,249492,1,360,2,66,2,0.0338,275000,5,PT11
Chicago,6,37,87204,2,360,2,62,1,0.0325,309000,5,PT01
Chicago,6,37,144996,2,360,2,46,1,0.0363,445000,5,PT01
Chicago,6,1,132948,2,360,2,47,1,0.0363,625000,4,PT01
Chicago,26,125,117252,2,300,2,43,1,0.035,309500,5,PT01
Chicago,36,85,107484,2,360,2,35,1,0.035,326000,4,PT01
Chicago,29,31,190345,1,180,2,65,1,0.0288,155000,5,PT01
Chicago,17,1,129036,2,180,2,36,1,0.0275,231500,5,PT01
Chicago,17,63,72675,1,360,2,48,1,0.035,191468,4,PT01
Chicago,29,29,123963,2,240,2,55,1,0.0313,167500,5,PT11
Chicago,17,63,64872,1,360,1,28,1,0.035,126767,5,PT01
Chicago,55,137,23916,2,360,2,70,1,0.035,40000,5,PT01
Chicago,17,21,93413,2,360,2,59,1,0.0325,80800,5,PT01
Chicago,17,1,60516,1,360,2,29,1,0.0325,231600,4,PT01
Chicago,17,1,75540,2,180,2,47,1,0.035,86000,3,PT01
Chicago,55,39,29976,2,240,2,50,1,0.0313,127000,5,PT01
Chicago,55,39,128364,2,360,2,38,1,0.0338,211200,5,PT01
Chicago,55,97,100308,2,360,2,37,1,0.035,252800,5,PT01
Chicago,17,27,134987,2,240,2,45,1,0.0338,305000,5,PT01
Chicago,55,81,60216,2,180,2,57,1,0.0288,144000,4,PT01
Chicago,17,105,26580,1,360,1,30,1,0.035,69039,4,PT01
Chicago,55,25,64260,2,180,2,31,1,0.0288,99500,4,PT01
Chicago,55,35,126627,1,360,2,56,1,0.035,183920,5,PT01
Chicago,55,17,47751,2,240,2,67,1,0.0313,95000,5,PT01
Chicago,17,1,42012,1,360,2,30,1,0.0363,106000,5,PT01
Chicago,17,73,84996,2,360,2,41,1,0.0338,145454,5,PT01
Chicago,17,31,60000,2,240,2,35,1,0.0375,124000,4,PT01
Chicago,55,73,61668,1,360,1,35,1,0.0363,108300,3,PT01
Chicago,17,111,160000,1,360,2,39,1,0.0388,416000,2,PT01
Chicago,17,1,85416,2,240,2,45,1,0.03,78500,5,PT01
Chicago,55,105,109200,2,360,2,55,1,0.035,169000,4,PT01
Chicago,18,171,80098,2,240,2,53,1,0.0313,76000,4,PT01
