FHLBank,FIPSStateCode,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount
298800,51075,58500,1,360,2,28,0.0375,5,164430
298800,51075,100464,1,360,2,27,0.0363,4,243711
298800,45215,125020,1,360,2,31,0.0375,5,255388
298800,51075,196000,1,360,2,43,0.0363,5,184000
298800,51075,200000,2,351,2,49,0.0375,5,400000
298800,51075,110833,2,360,2,40,0.0388,4,160000
298800,47238,131611,1,360,2,40,0.0388,5,417000
298800,51075,71304,1,360,1,27,0.0375,4,137600
298800,51075,193846,2,180,2,60,0.0338,4,228000
298800,47275,187237,2,360,2,53,0.0375,5,300000
298800,45215,133786,1,180,2,50,0.0325,5,135000
298800,51075,95628,2,360,2,56,0.0388,5,125600
298800,51075,157020,2,360,2,44,0.0375,5,285000
298800,51075,178140,2,360,2,36,0.0375,5,165000
298800,51075,110340,2,360,2,56,0.0388,5,136000
298800,51075,201156,2,360,2,44,0.0375,5,281000
298800,51075,164136,1,360,1,24,0.0375,4,90400
298800,50532,61560,1,360,2,74,0.04,5,106500
298800,50532,85704,2,360,2,42,0.0388,5,199000
298800,51075,91092,2,360,2,42,0.0375,5,202000
298800,51075,53616,2,360,2,71,0.0375,5,136500
298800,51075,74772,2,345,2,44,0.0375,5,167200
298800,51075,180000,1,360,2,59,0.0375,5,400000
298800,51075,108216,2,344,2,39,0.0375,5,197300
298800,51075,147900,2,324,2,45,0.0375,5,270000
298800,50532,34488,2,360,2,62,0.0375,4,91000
298800,51075,56592,2,360,2,57,0.0375,5,160000
298800,51075,73020,2,360,2,44,0.0375,4,145000
298800,51075,163243,1,360,2,30,0.0363,5,260000
298800,47275,130076,2,180,2,37,0.0325,5,400000
298800,50532,180504,1,360,1,33,0.0388,5,265000
298800,50532,92112,1,360,1,27,0.0375,5,216000
298800,51075,66612,2,336,2,31,0.0375,5,177000
298800,50532,65904,2,360,2,58,0.0375,5,104000
298800,51075,67584,2,360,2,44,0.0375,4,133000
298800,45215,129720,2,353,2,47,0.0375,5,242472
298800,45215,134784,2,360,2,34,0.0375,4,160300
298800,45215,24346,2,180,2,31,0.03,4,30700
298800,45215,86724,1,360,1,25,0.0375,5,150300
298800,51075,105924,2,360,2,35,0.0375,5,163100
298800,51075,140196,2,360,2,55,0.0375,5,180000
298800,51075,180000,1,360,2,42,0.04,5,306200
298800,45215,86616,2,330,2,30,0.0375,5,170050
298800,51075,70000,2,360,2,29,0.0375,5,99500
298800,45215,67488,2,360,2,53,0.0375,4,114000
298800,45215,49236,1,360,2,55,0.0375,5,101500
298800,51075,179972,2,240,2,50,0.04,3,130000
298800,45215,57384,2,330,2,44,0.04,5,155084
298800,45215,157332,1,360,2,38,0.0375,5,336600
298800,51075,28047,1,360,2,52,0.0375,4,50000
298800,51075,123763,1,360,2,62,0.035,5,195360
298800,51075,44085,2,180,2,74,0.0338,4,49000
298800,45215,406144,1,180,2,30,0.0338,4,400000
298800,51075,94992,1,360,2,47,0.035,3,96000
298800,51075,114996,2,360,2,67,0.0388,4,252000
298800,51075,90000,1,360,2,48,0.04,5,227000
298800,51075,123648,1,360,2,50,0.0388,5,265600
298800,51075,119517,1,360,2,44,0.04,5,224800
298800,51075,32348,2,360,2,54,0.0363,4,85000
298800,51075,150835,1,360,2,51,0.04,4,62800
298800,51075,46000,1,360,1,29,0.0375,4,156000
298800,51075,274842,2,360,2,46,0.035,5,399851
298800,51075,102780,2,360,2,26,0.035,4,150000
298800,51075,78400,1,360,2,33,0.035,5,192000
298800,51075,175428,1,360,2,28,0.04,5,352000
298800,51075,143950,2,240,2,28,0.035,5,332300
298800,49426,129491,1,360,2,69,0.0388,5,364000
298800,51075,84000,1,360,2,42,0.035,4,105450
298800,51075,98954,2,300,2,67,0.0388,5,165000
298800,51075,141112,1,360,1,37,0.04,3,152000
298800,51075,56598,2,300,2,64,0.0375,4,83600
298800,51075,146799,1,360,1,31,0.0363,4,241655
298800,51075,186110,2,360,2,54,0.04,4,244000
298800,51075,122481,2,341,2,37,0.0375,5,230450
298800,47275,189583,2,180,2,43,0.0325,5,188420
298800,51075,141291,1,360,2,37,0.0363,4,357584
298800,45215,51361,1,360,1,33,0.0413,5,75000
298800,51075,38012,1,360,2,31,0.0388,5,56800
298800,51075,72084,2,360,2,40,0.04,4,120800
298800,51075,210588,1,360,1,31,0.0375,5,228000
298800,51075,110124,2,360,2,54,0.0375,5,112900
298800,51075,90492,2,348,2,37,0.0375,4,233500
298800,51075,123048,2,360,2,50,0.0375,5,289000
298800,51075,120060,1,360,2,49,0.0375,5,262500
298800,51075,92160,2,360,2,40,0.0375,5,230000
298800,51075,61128,2,360,2,90,0.0375,5,183000
298800,51075,256824,2,360,2,40,0.0375,5,324800
298800,50532,88776,1,360,2,45,0.0375,4,248800
298800,50532,140124,1,360,2,38,0.0375,5,255400
298800,50532,104052,2,333,2,49,0.0375,5,167000
298800,51075,1620000,2,360,2,34,0.0363,4,247000
298800,51075,1007942,2,360,2,35,0.035,5,238000
298800,51075,168690,2,360,2,43,0.035,5,400000
298800,51075,577774,2,360,2,52,0.04,3,417000
298800,51075,150000,2,360,2,41,0.0363,5,188000
298800,50532,135304,2,360,2,64,0.0388,5,295000
298800,50532,64860,2,360,2,62,0.0375,5,89700
298800,50532,126144,2,360,2,41,0.0375,5,187450
298800,50532,101436,2,346,2,40,0.0375,5,268000
298800,50532,89400,2,360,2,31,0.0388,5,188400
298800,50532,41496,2,360,2,66,0.0375,4,100350
298800,50532,103020,2,360,2,43,0.0388,5,166900
298800,50532,49860,2,360,2,46,0.0375,4,100750
298800,50532,115032,1,360,2,70,0.0375,5,154500
298800,51075,75564,2,360,2,64,0.0375,5,126800
298800,51075,81144,2,360,2,36,0.0375,5,90500
298800,51075,38016,1,360,2,73,0.0375,5,134000
298800,51075,267792,2,360,2,54,0.0375,5,367200
298800,51075,88236,2,360,2,77,0.0375,5,223600
298800,51075,102888,2,334,2,73,0.0375,5,229700
298800,47238,101500,2,360,2,38,0.0363,4,371000
298800,51075,367938,2,360,2,35,0.035,5,417000
298800,51075,54276,2,360,2,44,0.0375,5,106000
298800,51075,83640,2,360,2,58,0.0375,4,189700
298800,51075,81252,2,360,2,29,0.0363,5,260058
298800,51075,71376,2,336,2,59,0.0363,5,175650
298800,51075,80580,2,360,2,38,0.0388,4,177400
298800,51075,36996,1,360,1,28,0.0375,4,67600
298800,51075,99996,2,334,2,45,0.0388,5,154000
298800,51075,405708,2,360,2,44,0.0375,5,309000
298800,45215,173231,1,360,2,32,0.0388,5,417000
298800,51075,62404,1,360,1,30,0.0388,5,188000
298800,50532,55872,1,360,1,27,0.0425,4,144000
298800,51075,68172,2,360,2,72,0.0425,5,224000
298800,51075,92964,1,360,1,30,0.0425,3,221600
298800,50532,72744,2,360,2,51,0.0425,5,159000
298800,51075,76872,1,360,2,34,0.035,5,65600
298800,50532,57504,2,360,2,43,0.0425,5,180000
298800,50532,203040,2,360,2,49,0.0425,5,233600
298800,51075,25104,1,360,2,54,0.0425,3,31920
298800,51075,90708,2,360,2,47,0.0425,5,112000
298800,51075,78696,2,360,2,50,0.0425,5,132000
298800,51075,51312,2,360,2,65,0.0425,5,100000
298800,51075,139488,2,333,2,44,0.04,5,198000
298800,51075,30540,2,360,2,65,0.0425,4,85000
298800,51075,79824,2,300,2,61,0.0375,5,136000
298800,51075,193740,2,360,2,58,0.0388,5,371000
298800,45215,20436,1,360,2,70,0.0375,5,43000
298800,51075,185100,2,348,2,60,0.04,5,267148
298800,51075,55880,1,360,1,30,0.0375,5,171000
298800,51075,93018,2,360,2,37,0.0425,4,139000
298800,51075,63419,1,360,2,24,0.036000000000000004,5,119200
298800,45215,226620,1,360,2,40,0.04,4,78400
298800,51075,91020,2,360,2,59,0.0375,5,110000
298800,51075,53052,2,360,2,70,0.0375,4,104500
298800,45215,77880,1,360,1,28,0.0375,5,167500
298800,51075,90469,2,360,2,47,0.0413,4,144000
298800,51075,124236,2,180,2,60,0.0288,5,114000
298800,51075,136536,1,360,1,29,0.0388,5,330987
298800,51075,103344,1,360,1,29,0.0375,5,170905
298800,45215,79029,1,360,2,64,0.0375,5,123800
298800,45215,125207,1,360,2,50,0.0375,5,265000
298800,51075,88872,1,360,1,30,0.0363,5,196175
298800,51075,134688,1,360,1,36,0.0375,5,306000
298800,51075,56100,1,360,1,30,0.0375,5,163000
298800,51075,78456,1,360,1,27,0.0375,5,180500
298800,45215,39996,1,360,1,29,0.0375,4,120000
298800,45215,63667,2,180,2,39,0.0325,4,121200
298800,51075,103800,1,360,1,32,0.0375,5,184300
298800,51075,108480,1,360,2,31,0.0375,5,126350
298800,51075,86086,1,360,2,37,0.039,5,124000
298800,51075,95904,1,360,2,47,0.0363,5,214200
298800,50532,74004,1,360,1,38,0.0375,5,134900
298800,45215,684000,1,360,1,37,0.0375,4,136700
298800,50532,46452,1,360,1,31,0.04,5,137750
298800,45215,132635,2,360,2,63,0.0388,4,260000
298800,50532,31740,1,360,1,28,0.0425,5,114000
298800,50532,144600,1,360,2,32,0.0375,5,345800
298800,45215,128657,1,360,2,57,0.0388,5,131000
298800,45215,41128,2,360,2,39,0.0375,5,60000
298800,45215,82044,2,360,2,29,0.04,4,198000
298800,50532,81240,1,360,2,59,0.0388,5,131100
298800,45215,63925,2,360,2,71,0.0388,4,138000
298800,45215,273041,1,360,2,43,0.0375,4,270000
298800,45215,115136,1,360,2,51,0.0375,4,204800
298800,47275,234072,1,360,2,53,0.0375,5,214000
298800,50532,30160,2,360,2,37,0.0375,5,50000
298800,45215,171228,2,360,2,51,0.0375,5,226400
298800,51075,86796,1,360,1,32,0.0375,5,294900
298800,45215,112536,1,360,2,39,0.0375,5,227700
298800,45215,90768,1,360,2,38,0.0425,5,184500
298800,45215,33264,1,360,2,68,0.0375,5,104000
298800,51075,74323,1,360,1,26,0.04,5,136000
298800,45215,37992,1,360,2,26,0.0375,4,116400
298800,51075,68177,2,360,2,34,0.0388,3,206000
298800,51075,355000,1,360,2,39,0.04,4,417000
298800,51075,95569,1,360,2,28,0.0388,4,200000
298800,51075,56448,2,360,2,32,0.0375,4,205500
298800,51075,115020,2,335,2,36,0.0375,5,198000
298800,51075,51563,2,360,2,25,0.035,4,93700
298800,45215,87384,2,360,2,34,0.0375,5,154000
298800,45215,33000,2,360,2,28,0.0388,4,57500
298800,51075,109992,2,300,2,32,0.0375,5,277000
298800,45215,132890,1,360,2,47,0.0388,5,350400
298800,47275,77000,1,360,1,26,0.0363,4,120000
298800,66262,82584,2,360,2,32,0.035,5,405000
298800,51075,207108,1,360,2,51,0.0388,4,360000
298800,51075,44948,2,360,2,79,0.0375,5,102000
298800,66262,151000,1,360,2,47,0.035,4,416000
298800,51075,52260,2,300,2,42,0.0375,5,84000
298800,50532,135042,1,360,2,40,0.0363,4,207920
298800,51075,102996,2,360,2,36,0.0375,5,199500
298800,45215,101016,2,360,2,47,0.0375,5,138800
298800,45215,63420,1,360,2,34,0.0375,5,119250
298800,45215,36528,2,360,2,64,0.0375,5,163000
298800,45215,73133,1,360,1,30,0.0363,5,175000
298800,51075,58164,2,360,2,62,0.0375,5,135500
298800,51075,144192,2,360,2,49,0.04,5,358000
298800,51075,59712,1,360,1,30,0.0375,5,135000
298800,51075,121500,1,360,2,52,0.0375,5,76500
298800,51075,106344,1,360,2,57,0.0425,5,331101
298800,51075,55380,1,360,2,80,0.0425,5,198000
298800,51075,65064,2,360,2,44,0.0375,5,176250
298800,51075,68124,1,360,2,28,0.0388,5,162900
298800,51075,103020,1,360,1,28,0.0375,5,213750
298800,51075,132396,2,360,2,34,0.0388,5,252000
298800,51075,41844,1,360,2,32,0.0375,5,122400
298800,51075,168360,2,360,2,36,0.0375,5,255600
298800,51075,72648,2,360,2,31,0.0375,5,67200
298800,51075,30539,1,360,2,63,0.0363,5,54800
298800,51075,116316,1,360,1,28,0.0375,5,156750
298800,51075,80592,2,300,2,68,0.0375,5,266500
298800,51075,187880,2,360,2,33,0.0375,4,296000
298800,51075,130416,2,360,1,41,0.0363,5,236748
298800,51075,129364,1,360,2,55,0.035,5,213600
298800,51075,107656,2,360,2,55,0.0388,5,277000
298800,51075,111840,2,360,1,33,0.035,4,289000
298800,51075,79908,2,333,2,42,0.0375,5,150000
298800,45215,41592,1,360,1,26,0.0375,5,118100
298800,51075,48310,2,360,2,51,0.04,5,100000
298800,50532,62234,1,360,1,27,0.04,4,87000
298800,51075,135662,1,360,2,36,0.0363,5,272175
298800,51075,55000,1,360,2,33,0.0375,5,145600
298800,51075,57108,1,360,1,39,0.0375,5,108900
298800,51075,122400,2,360,2,40,0.0375,5,256000
298800,45215,82152,1,360,2,60,0.0375,5,164700
298800,51075,85404,2,360,2,33,0.0363,3,245000
298800,51084,57143,2,240,2,43,0.0388,5,117600
298800,51075,95316,2,360,2,36,0.0375,5,306000
298800,45215,44907,1,360,2,61,0.0375,5,145000
298800,51075,32240,2,360,2,26,0.035,4,112000
298800,51075,56100,1,360,2,33,0.0363,4,81000
298800,45215,210252,1,360,2,55,0.0375,4,276000
298800,51075,70764,1,360,2,83,0.0375,5,155000
298800,45215,75005,1,360,2,30,0.0375,5,227996
298800,51075,148692,1,360,2,43,0.0375,4,342500
298800,51075,136584,2,360,2,31,0.0375,5,327000
298800,50532,60840,1,360,2,64,0.0375,5,138400
298800,50532,46116,2,360,2,38,0.0388,5,196200
298800,51075,70000,2,360,2,32,0.04,5,274600
298800,50532,112716,2,360,2,60,0.0375,5,240000
298800,50532,46812,2,360,2,34,0.0375,5,85250
298800,50532,244992,2,332,2,33,0.0375,5,366000
298800,51075,64176,2,360,2,43,0.0375,5,144000
298800,51075,55392,2,360,2,52,0.0375,5,93500
298800,51075,30144,2,360,2,76,0.0375,5,76000
298800,51075,81828,2,360,2,69,0.0375,4,176500
298800,50532,269868,2,360,2,41,0.0363,5,202000
298800,51075,59448,2,360,2,69,0.0375,5,103000
298800,51075,432456,2,342,2,81,0.0375,5,407900
298800,51075,91944,2,360,2,56,0.0375,5,154400
298800,50532,38040,2,360,2,60,0.0363,4,88000
298800,51075,76690,2,360,2,49,0.0375,4,101250
298800,51075,81441,1,360,2,70,0.0388,5,270000
298800,51075,104166,1,360,2,34,0.0388,5,232000
298800,51075,169869,2,360,2,51,0.0375,4,352000
298800,51075,98000,1,360,1,35,0.0388,5,142400
298800,51075,60000,2,300,2,28,0.0375,4,121750
298800,45215,75644,2,360,2,51,0.0388,4,109000
298800,51075,51522,2,360,2,74,0.0363,3,142000
298800,51075,108624,1,360,2,36,0.0375,5,260000
298800,51075,125640,2,360,2,39,0.0375,5,406000
298800,51075,276432,2,180,2,38,0.0313,4,339500
298800,51075,39294,2,120,2,72,0.0338,5,69000
298800,51075,158472,2,180,2,64,0.0325,5,157000
298800,51075,99054,2,360,2,72,0.0388,5,128000
298800,51075,145000,2,360,2,49,0.0375,5,280400
298800,45215,99840,2,360,2,32,0.04,4,83700
298800,51075,158212,2,180,2,35,0.0313,5,126000
298800,51075,64891,1,360,2,34,0.035,5,180200
298800,45215,101600,2,360,1,31,0.0363,5,185600
298800,51075,189083,1,360,1,24,0.0375,4,226400
298800,51075,75000,1,360,2,52,0.035,5,160000
298800,51075,147084,2,336,2,29,0.0375,5,240000
298800,51075,155628,2,360,2,32,0.0375,5,221000
298800,51075,122748,2,360,2,32,0.0388,4,186900
298800,50532,131880,1,360,2,46,0.0375,5,284000
298800,50532,108408,2,360,2,46,0.0413,4,323000
298800,50532,113304,2,360,2,41,0.0388,5,283300
298800,51075,123384,2,360,2,39,0.0388,3,224500
298800,51075,95820,2,360,2,48,0.0375,5,75500
298800,47275,84000,1,180,2,59,0.0338,5,50000
298800,51075,259992,2,342,2,48,0.0375,5,391200
298800,51075,39264,2,360,2,53,0.0375,4,100000
298800,51075,199176,2,348,2,52,0.0388,5,407000
298800,51075,76848,2,348,2,59,0.0375,5,154000
298800,51075,57000,2,360,2,47,0.0375,5,89500
298800,51075,76260,2,347,2,72,0.0388,5,104877
298800,51075,104340,2,360,2,69,0.0375,5,75000
298800,51075,91980,2,360,2,69,0.0375,5,86000
298800,51075,50328,2,360,2,35,0.0375,5,105000
298800,51075,109992,2,360,2,47,0.0375,4,210000
298800,51075,96444,2,360,2,49,0.0375,5,153000
298800,51075,74748,2,360,2,36,0.0375,5,152000
298800,45215,123566,1,360,2,70,0.0388,5,100000
298800,51075,133008,2,360,2,54,0.0375,4,227000
298800,51075,126960,2,360,2,77,0.0375,5,83200
298800,45215,66204,2,360,2,67,0.0375,5,149500
298800,45215,77616,2,252,2,40,0.0375,5,155000
298800,50532,70464,1,360,2,56,0.0388,5,130000
298800,50532,112500,2,360,2,39,0.0375,5,181150
298800,45215,65856,2,360,2,27,0.0388,5,167000
298800,51075,44200,1,360,2,31,0.0385,4,100000
298800,51075,122020,1,360,2,37,0.039,4,244600
298800,51075,55960,2,360,2,46,0.0375,5,117600
298800,45215,78000,1,360,1,26,0.0388,5,143100
298800,51075,45048,2,360,2,27,0.0363,4,68000
298800,51075,74000,1,360,2,34,0.0369,5,256000
298800,47275,133598,1,360,2,33,0.0388,5,263796
298800,51075,41933,1,360,2,65,0.038,5,76000
298800,50532,62616,2,336,2,41,0.0388,5,156150
298800,51075,140484,2,360,2,38,0.0375,5,304000
298800,51075,97752,2,360,2,29,0.0375,5,175000
298800,51075,80821,2,180,2,36,0.0288,5,83000
298800,51244,205000,1,360,1,34,0.0363,5,272000
298800,51075,108624,1,360,1,29,0.0363,5,168000
298800,51075,68943,1,360,2,59,0.0363,5,164000
298800,51075,40539,2,180,2,54,0.03,5,85000
298800,51075,98049,1,360,2,50,0.04,5,116000
298800,51075,118839,2,240,2,66,0.04,4,124000
298800,51075,133420,2,180,2,54,0.0338,5,146500
298800,45215,81800,2,240,2,63,0.0388,4,195000
298800,51075,99024,2,360,2,61,0.0375,5,217300
298800,45215,92760,2,264,2,47,0.0375,5,189000
298800,51075,99996,2,360,2,66,0.0375,5,93000
298800,45215,140868,2,360,2,41,0.0375,5,269500
298800,51075,27492,2,360,2,70,0.0375,5,67500
298800,51075,69288,2,360,2,64,0.0375,5,120000
298800,51075,157788,2,360,2,38,0.0375,4,210000
298800,51075,35100,2,360,2,69,0.0375,5,76000
298800,51075,341244,2,360,2,56,0.0375,5,390000
298800,51075,106212,1,360,2,32,0.0375,5,236700
298800,51075,187716,1,360,2,50,0.0375,5,264000
298800,51075,64000,1,360,2,45,0.0375,4,208720
298800,51075,99816,2,360,2,55,0.0375,5,64000
298800,51075,102288,2,360,2,61,0.0375,4,165600
298800,51075,96000,2,336,2,45,0.0375,5,242000
298800,50532,28140,2,360,2,67,0.0388,5,107000
298800,51075,49056,1,360,2,49,0.0375,5,92000
298800,51075,113448,1,360,2,73,0.0388,5,407200
298800,51075,244992,2,360,2,41,0.0375,4,372000
298800,51075,133248,2,360,2,30,0.0375,5,240000
298800,51075,59172,2,360,2,71,0.0375,5,171000
298800,51075,35004,1,360,2,77,0.0375,5,40915
298800,51075,44880,1,360,2,41,0.0375,5,90750
298800,51075,82152,2,360,2,72,0.0375,5,101000
298800,50532,215004,2,330,2,36,0.0375,5,373900
298800,50532,64476,2,300,2,42,0.04,5,148000
298800,50532,96708,2,360,2,46,0.0375,5,168100
298800,50532,263340,2,360,2,37,0.0388,4,410050
298800,50532,84828,2,360,2,71,0.04,5,138500
298800,50532,84504,2,360,2,33,0.0375,5,128950
298800,51075,249996,2,336,2,43,0.0388,5,417000
298800,51075,300000,2,360,2,54,0.0375,4,406000
298800,55653,147216,2,180,2,58,0.0313,5,194000
298800,45215,85000,1,360,1,26,0.0375,5,195200
298800,51075,60576,2,240,2,43,0.035,4,79100
298800,45215,49992,1,360,2,41,0.04,5,142000
298800,51075,136820,1,360,1,53,0.0388,5,296800
298800,51075,188440,1,360,1,31,0.0388,5,223999
298800,45215,186924,1,360,2,38,0.0375,5,240000
298800,51075,86991,1,360,2,25,0.0388,5,118400
298800,51075,87408,2,180,2,53,0.03,5,85000
298800,51075,150312,1,360,2,32,0.0363,5,244000
298800,51075,68748,1,360,2,39,0.0363,5,180000
298800,51075,109164,2,300,2,27,0.0363,5,116500
298800,51075,75024,2,300,2,49,0.0363,5,147500
298800,51075,79500,2,348,2,31,0.0363,5,198750
298800,51075,108000,2,340,2,33,0.0363,4,232500
298800,50532,79284,1,360,2,24,0.0363,4,236000
298800,50532,207084,2,360,2,48,0.0363,5,392100
298800,51075,59244,1,360,2,33,0.0363,5,208000
298800,51075,29676,2,360,2,62,0.0363,5,96000
298800,51075,61104,2,360,2,38,0.0363,5,173000
298800,51075,138336,2,360,2,62,0.0363,4,156000
298800,51075,231096,2,360,2,48,0.0363,5,340000
298800,51075,115069,1,360,1,37,0.0375,4,134425
298800,51075,91629,1,360,2,31,0.0363,5,128000
298800,51075,45396,2,320,2,72,0.0363,5,172700
298800,50532,128388,2,288,2,45,0.0363,5,174800
298800,51075,199992,2,360,2,55,0.0363,5,415000
298800,50532,198612,2,360,2,40,0.0363,5,299150
298800,51244,115000,2,360,2,44,0.035,5,235000
298800,50532,149700,2,360,2,44,0.0363,5,330000
298800,51075,42432,1,360,2,70,0.0363,5,61600
298800,51075,127584,2,300,2,45,0.0363,5,156000
298800,45215,121549,2,132,2,47,0.0313,4,210000
298800,50532,119880,2,360,2,44,0.0363,5,242000
298800,51075,127548,2,360,2,61,0.0375,5,240000
298800,66262,105408,2,360,2,30,0.0363,5,404500
298800,51075,51996,2,360,2,55,0.0363,5,124000
298800,45215,73566,2,180,2,48,0.03,5,130700
298800,45215,175989,2,180,2,41,0.0325,5,74000
298800,51075,236052,2,334,2,36,0.0363,5,274900
298800,51075,125004,2,360,2,51,0.0363,5,316000
298800,51075,50945,1,360,2,47,0.0375,5,206724
298800,51075,130980,2,336,2,49,0.0363,5,312300
298800,51075,80760,2,360,2,75,0.0363,5,200000
298800,51075,204000,2,360,2,36,0.0363,5,375000
298800,51075,133872,2,360,2,39,0.0363,5,255000
298800,51075,47364,2,360,2,39,0.0363,5,122500
298800,45215,49572,2,360,2,34,0.0363,5,101000
298800,45215,128100,1,360,2,37,0.0363,5,296000
298800,51075,143160,2,360,2,52,0.0363,4,241900
298800,51075,96132,1,360,2,41,0.0363,5,233000
298800,51075,162513,1,360,2,52,0.0388,4,372900
298800,51075,68853,1,360,1,30,0.0388,5,160000
298800,49426,14628,1,360,2,47,0.035,4,36000
298800,51075,97313,2,360,2,37,0.04,5,74000
298800,51075,54520,2,360,2,55,0.0388,5,181000
298800,45215,81820,2,360,2,30,0.0363,3,162400
298800,51075,98214,2,360,2,56,0.0375,5,166400
298800,51075,73992,1,360,1,31,0.0375,5,141300
298800,51075,105802,1,360,2,30,0.04,5,191000
298800,51075,110294,2,360,2,64,0.0375,4,198000
298800,51075,53580,1,360,2,63,0.0375,5,100000
298800,51075,157524,2,360,2,41,0.0375,4,172800
298800,45215,115296,2,336,2,50,0.0375,5,192000
298800,51075,114684,2,360,2,37,0.0363,4,198000
298800,51075,135882,2,180,2,58,0.0288,5,128000
298800,51075,60000,2,360,2,38,0.0363,4,136000
298800,51075,125008,1,360,2,39,0.039,5,155519
298800,51075,123968,1,360,2,33,0.0395,5,183760
298800,51075,165304,1,360,2,59,0.038,5,184000
298800,51075,70205,1,360,2,34,0.036000000000000004,5,149000
298800,51075,41312,1,360,2,65,0.035,5,22400
298800,51075,190486,2,360,2,47,0.0363,5,235000
298800,51075,218421,1,360,2,31,0.037000000000000005,4,207200
298800,51075,118396,1,360,2,34,0.035,5,277200
298800,51075,74688,2,360,2,44,0.0363,5,268000
298800,51075,56148,1,360,2,78,0.035,5,85000
298800,45215,93420,2,360,2,53,0.0388,5,136000
298800,51075,55992,1,360,2,49,0.035,4,186000
298800,51075,102024,1,360,2,38,0.0375,5,134400
298800,51075,109872,2,246,2,28,0.0375,4,105250
298800,51075,71736,1,360,2,44,0.0375,5,223900
298800,51075,164552,1,180,2,39,0.03,5,170000
298800,45215,96336,1,360,2,49,0.0388,5,251600
298800,51075,51876,2,360,2,67,0.0375,5,119000
298800,51075,240231,1,180,2,60,0.0325,5,276500
298800,45215,51996,1,360,2,50,0.0375,5,90000
298800,51075,85478,1,120,2,62,0.0325,5,77000
298800,50532,107933,2,360,2,41,0.0375,5,271000
298800,45215,71763,2,180,2,56,0.0325,4,52000
298800,51075,168657,2,360,2,50,0.0375,5,409000
298800,51075,138189,1,360,2,54,0.035,5,167200
298800,51075,30852,1,360,1,25,0.0375,5,92000
298800,51075,158388,1,360,2,38,0.0375,5,325000
298800,51075,157812,2,360,2,52,0.0388,5,308500
298800,51075,54084,2,360,2,32,0.0375,5,137600
298800,50532,58032,1,360,2,27,0.0375,4,151000
298800,50532,37176,2,360,2,44,0.0375,5,125800
298800,50532,85812,1,180,2,48,0.03,5,76000
298800,50532,160008,2,360,2,36,0.0375,5,213000
298800,51075,87624,2,360,2,71,0.0375,4,304000
298800,51075,103044,2,360,2,56,0.0375,4,237800
298800,51075,20052,1,360,2,27,0.0375,3,50000
298800,50532,37404,1,360,2,76,0.0375,5,115900
298800,50532,73488,2,360,2,47,0.0375,5,173200
298800,50532,122028,2,360,2,46,0.0375,5,252000
298800,51075,216250,2,360,2,40,0.035,5,411000
298800,50532,119652,2,360,2,59,0.0375,5,172500
298800,51075,90320,1,360,2,33,0.0363,5,215000
298800,51075,155000,2,339,2,39,0.035,5,234000
298800,51075,67740,2,360,2,41,0.0375,5,132000
298800,51075,143688,1,360,2,39,0.0375,5,198000
298800,51075,129720,2,360,2,62,0.04,3,116000
298800,45215,143000,1,180,2,43,0.0288,5,120000
298800,51075,59832,1,360,2,77,0.0375,5,92400
298800,51075,76100,1,360,2,47,0.0375,5,148000
298800,45215,99624,1,360,2,29,0.0363,5,266000
298800,51075,171408,2,360,2,43,0.0375,5,365000
298800,51075,128508,1,360,1,28,0.035,5,293400
298800,51075,85308,2,360,2,71,0.0375,5,137500
298800,51075,132312,2,360,2,70,0.0388,5,392000
298800,51075,156804,1,360,1,46,0.0388,4,236800
298800,50532,185472,1,360,1,53,0.0375,5,222000
298800,51075,94644,2,360,2,47,0.0375,4,211500
298800,51075,126552,2,360,2,63,0.0375,4,107875
298800,51075,75396,2,300,2,30,0.0388,5,140000
298800,51075,153240,2,360,2,31,0.0375,5,308000
298800,50532,52068,2,360,2,30,0.0388,5,72650
298800,45215,199350,2,360,2,60,0.04,5,88000
298800,45215,91412,2,180,2,50,0.035,5,140000
298800,66262,95489,2,360,2,36,0.035,5,386000
298800,45215,35903,2,132,2,67,0.0313,5,35000
298800,45215,279000,2,360,2,54,0.0363,5,185000
298800,45215,232675,2,180,2,47,0.0313,5,130000
298800,51075,70149,1,360,2,59,0.0363,5,217500
298800,45215,76500,2,360,2,30,0.0388,4,140000
298800,51075,90000,2,360,2,52,0.0388,5,148000
298800,51075,58020,2,360,2,73,0.0375,5,81000
298800,50532,93578,2,333,2,33,0.0375,5,160500
298800,51075,54329,1,360,2,53,0.0363,4,81000
298800,51075,66972,2,360,2,30,0.0363,5,137800
298800,45215,129180,2,360,2,43,0.0363,5,248800
298800,51075,386424,2,360,2,53,0.0363,5,226000
298800,51075,82272,2,360,2,32,0.0363,5,250000
298800,45215,109192,1,360,1,30,0.0363,5,196800
298800,45215,56736,1,360,2,42,0.0363,5,106300
298800,45215,58404,1,360,1,26,0.0363,5,140800
298800,51075,269664,1,360,2,41,0.0363,5,412500
298800,51075,41652,1,360,2,35,0.0375,5,84000
298800,51075,20940,1,360,1,34,0.0375,5,63000
298800,51075,51228,1,360,1,60,0.0375,4,81600
298800,51075,50856,1,360,1,70,0.0375,5,158625
298800,51075,65333,1,360,1,44,0.0375,3,60000
298800,51075,61032,1,360,2,58,0.0375,4,60600
298800,45215,39648,1,360,2,60,0.0375,5,100000
