FHLBank,FIPSStateCode,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount
864771,64500,149004,2,360,2,49,0.04,5,517500
864771,51244,135828,2,360,2,43,0.0375,5,277600
864771,59588,63408,1,180,2,99,0.035,4,49600
864771,66262,152845,1,360,2,99,0.04,5,307923
864771,50532,96252,2,360,2,63,0.0438,4,262000
864771,64500,49836,2,360,2,99,0.0363,4,240000
864771,64500,146544,2,360,2,39,0.045,3,625500
864771,51084,40500,2,360,2,52,0.0375,5,45500
864771,51084,198600,2,360,2,99,0.0413,5,112000
864771,51084,93264,1,360,2,99,0.0413,4,100800
864771,51084,71520,1,360,2,99,0.0413,5,132000
864771,51084,51348,2,360,2,99,0.0413,5,144000
864771,51084,96684,2,360,2,99,0.0413,5,75000
864771,51084,38915,2,360,2,48,0.0388,5,51500
864771,64500,136440,2,240,2,99,0.0325,5,552200
864771,61255,75900,2,240,2,99,0.035,5,282400
864771,47275,183564,2,300,2,62,0.0413,4,264000
864771,54148,120492,2,360,2,57,0.0388,5,275001
864771,45215,360000,1,360,2,99,0.04,5,379200
864771,51084,59322,2,360,2,39,0.0388,5,164000
864771,51075,73743,1,360,2,99,0.0388,5,117200
864771,50532,246420,2,360,2,99,0.0375,4,232500
864771,50532,115105,2,360,2,99,0.0363,5,224000
864771,50532,60336,2,360,2,34,0.0388,5,215750
864771,50532,209208,2,240,2,53,0.035,5,295500
864771,64500,73125,2,360,2,99,0.0375,4,263000
864771,50532,46884,2,360,2,55,0.0375,4,66400
864771,51084,95818,2,180,2,42,0.0363,3,150000
864771,51084,82000,2,240,2,61,0.0413,5,102000
864771,50532,111074,2,360,2,99,0.0388,4,348000
864771,51084,54000,1,360,1,34,0.0413,5,136800
864771,51084,95148,2,360,2,48,0.0375,5,149950
864771,50532,77376,1,240,1,99,0.0363,5,130000
864771,51084,49704,1,360,1,47,0.0388,4,141091
864771,51084,120720,2,360,2,30,0.04,4,222380
864771,51084,34608,2,360,2,99,0.0413,5,67800
864771,50532,48747,2,326,2,62,0.0388,3,135768
864771,51084,134844,2,360,2,99,0.04,5,170500
864771,51084,51996,1,360,1,27,0.0375,4,180500
864771,51084,77568,2,360,2,36,0.0388,4,155000
864771,51084,67776,2,360,2,64,0.0363,5,156000
864771,51084,33144,1,360,2,27,0.0375,4,102400
864771,51084,82032,2,360,2,99,0.0413,4,201000
864771,50532,28518,1,360,2,72,0.0375,5,65520
864771,50532,49212,1,360,2,58,0.0425,4,59850
864771,50532,26280,1,360,2,25,0.0413,3,80550
864771,50532,65748,2,360,2,31,0.0388,5,101000
864771,50532,132696,2,360,2,58,0.0388,5,395000
864771,51084,64771,1,360,2,99,0.0363,5,147000
864771,50532,38770,2,180,2,55,0.0325,5,53500
864771,50532,123293,1,360,2,68,0.04,5,123000
864771,50532,90060,2,180,2,57,0.0325,5,225000
864771,51084,83797,2,240,2,36,0.0375,4,200000
864771,50532,66120,1,360,2,25,0.0375,3,88000
864771,63909,87324,2,240,2,37,0.0338,5,261000
864771,51084,93972,2,240,2,53,0.0363,5,150000
864771,47275,92652,2,240,2,45,0.0338,4,215675
864771,64500,75000,2,360,2,33,0.0375,5,294000
864771,64500,76308,2,360,2,64,0.0325,5,250000
864771,64500,80004,2,360,2,36,0.0375,5,246000
864771,64500,81432,2,360,2,39,0.0375,5,397000
864771,59588,110976,2,360,2,52,0.0338,3,321000
864771,75847,148680,2,360,2,47,0.0375,4,301000
864771,64500,87012,2,360,2,52,0.0363,5,350000
864771,75847,65868,2,360,2,58,0.0388,3,200000
864771,51084,88656,2,360,2,74,0.0388,4,312000
864771,47830,155604,2,360,2,46,0.04,4,192000
864771,51084,49092,2,360,2,61,0.0375,5,90000
864771,50532,18782,2,360,2,99,0.0375,3,49000
864771,50532,48944,2,360,2,99,0.04,5,90000
864771,51084,57646,2,180,2,62,0.0325,5,133200
864771,50532,344835,2,360,2,99,0.0375,4,80000
864771,50532,216266,2,240,2,99,0.0388,4,271000
864771,54148,187338,1,240,2,99,0.0363,5,304000
864771,50532,94116,2,360,2,54,0.0425,5,284028
864771,50532,53470,2,360,2,99,0.04,5,125000
864771,50532,314114,2,180,2,73,0.0375,5,148000
864771,51084,141394,1,360,2,33,0.0413,5,284000
864771,51084,26194,2,240,2,70,0.0363,4,34000
864771,51084,132528,1,360,2,36,0.04,4,179100
864771,50532,181308,1,360,2,26,0.0388,4,203400
864771,51084,109200,1,360,2,35,0.0425,5,175500
864771,51084,59301,1,360,2,46,0.0413,5,100000
864771,50532,60226,1,360,2,54,0.0375,4,122800
864771,50532,227817,2,360,2,99,0.0388,5,145000
864771,51084,99500,2,240,2,99,0.035,5,170000
864771,51084,83520,2,360,2,60,0.0425,4,143000
864771,50532,111888,2,360,2,29,0.0375,5,130000
864771,49426,59964,2,360,2,99,0.0388,5,173600
864771,51084,64056,2,360,2,99,0.04,5,248000
864771,51084,135000,1,360,2,99,0.035,4,417000
864771,50532,103881,2,360,2,44,0.04,4,285250
864771,50532,68136,2,360,2,33,0.04,5,265500
864771,64500,53328,2,360,2,36,0.0388,4,204000
864771,50532,29952,1,360,1,28,0.0388,5,108720
864771,51084,157400,2,360,2,44,0.0375,4,362250
864771,50532,59676,1,360,2,31,0.0363,4,167310
864771,51084,210709,1,360,2,36,0.045,5,390000
864771,51084,65114,2,360,2,47,0.0363,5,80000
864771,50532,23517,1,360,2,99,0.0388,5,70200
864771,51084,35376,2,240,2,76,0.0338,5,111500
864771,51084,73188,2,240,2,60,0.0375,5,90000
864771,51084,289428,1,360,2,40,0.0363,5,320000
864771,50532,135789,2,360,2,99,0.0375,4,360000
864771,50532,111540,2,240,2,99,0.0388,5,105000
864771,51084,100000,2,360,2,40,0.0425,4,295000
864771,50532,447672,2,120,2,56,0.0275,5,87000
864771,64500,185000,2,360,2,99,0.0375,5,524200
864771,64500,128472,2,360,2,99,0.035,5,296000
864771,52431,131525,1,360,1,39,0.04,3,191250
864771,50532,183345,2,360,2,34,0.04,5,315000
864771,50532,67889,2,360,2,99,0.0388,5,151300
864771,45215,78601,1,360,2,47,0.0388,5,192800
864771,50532,275392,1,360,2,99,0.04,4,417000
864771,70628,69607,2,360,2,99,0.0375,5,298690
864771,50532,90000,2,300,2,99,0.0388,4,168100
864771,50532,43954,1,360,2,26,0.0363,5,164800
864771,50532,37974,1,360,2,30,0.0425,5,156000
864771,50532,236520,2,180,2,99,0.0313,5,100000
864771,50532,197075,2,240,2,54,0.0388,4,328000
864771,50532,98988,2,360,2,99,0.04,5,220000
864771,51084,49880,2,360,2,67,0.0388,5,176000
864771,51084,29000,2,144,2,50,0.0313,5,46000
864771,50532,126748,2,240,2,35,0.0375,5,180000
864771,50532,85080,2,360,2,36,0.0388,5,118000
864771,50532,54828,2,360,2,44,0.0375,5,115000
864771,63488,79552,2,240,2,99,0.0325,5,250000
864771,47238,104700,2,240,2,99,0.0338,5,404800
864771,50532,247632,2,360,2,58,0.0375,4,288000
864771,75628,288780,1,360,2,27,0.04,5,311920
864771,47830,193416,2,360,1,37,0.0413,5,417000
864771,51084,146808,2,360,2,40,0.04,4,417000
864771,51084,360840,2,240,2,42,0.0338,5,243000
864771,64500,37956,2,360,2,25,0.0363,4,187000
864771,51084,40116,1,360,2,26,0.0375,4,102400
864771,51084,147228,1,360,2,39,0.0375,5,320000
864771,71346,121320,2,360,2,34,0.035,5,174000
864771,51492,50004,2,360,2,33,0.0375,4,273000
864771,51084,87504,1,360,1,26,0.0388,5,204000
864771,64500,127632,2,360,2,39,0.0363,5,401000
864771,64500,94668,2,360,2,64,0.0338,5,268000
864771,50532,161086,1,360,2,38,0.04,5,417000
864771,64500,760296,1,360,2,60,0.0438,5,600000
864771,50532,128376,2,360,2,38,0.0425,3,268000
864771,51084,100284,2,180,2,52,0.0313,5,130000
864771,51084,63768,1,360,2,71,0.04,5,135000
864771,50532,54971,1,360,2,71,0.0388,4,126700
864771,64500,88858,2,360,2,99,0.0475,4,452000
864771,50532,114192,1,360,2,31,0.0388,5,192000
864771,51084,84696,2,233,2,41,0.0375,5,274999
864771,50532,86246,1,360,2,51,0.0425,5,147250
864771,51084,149762,1,360,2,52,0.04,5,110000
864771,51084,285048,2,180,2,99,0.0325,4,302400
864771,50532,107250,2,180,2,46,0.03,4,187000
864771,45215,83144,2,360,2,47,0.04,4,107600
864771,50532,59892,2,360,2,49,0.0425,4,154000
864771,50532,70071,2,240,2,26,0.0325,5,108000
864771,50532,164046,2,360,2,34,0.04,4,360000
864771,59588,147500,2,180,2,43,0.03,4,176000
864771,50532,241704,1,180,2,40,0.0313,5,200000
864771,50532,56781,1,360,2,55,0.0375,5,96000
864771,51075,84408,2,360,2,53,0.0388,5,163000
864771,50532,43800,1,360,2,31,0.04,4,112000
864771,51084,55221,1,360,1,99,0.0413,5,142400
864771,50532,100602,2,180,2,42,0.0313,5,122200
864771,50532,112020,2,360,2,34,0.04,5,350000
864771,51084,386989,2,360,2,52,0.0375,4,417000
864771,50532,94630,1,240,2,99,0.035,5,80000
864771,50532,156634,1,120,2,53,0.0325,5,80000
864771,50532,55695,1,360,2,99,0.04,4,165750
864771,51084,65352,1,360,1,99,0.0363,5,151200
864771,50532,139588,1,360,2,99,0.0425,5,312000
864771,51084,45108,1,360,2,99,0.04,5,85000
864771,51084,22788,2,360,2,99,0.0413,5,66620
864771,51084,79512,1,360,2,99,0.0388,5,285640
864771,51084,97020,1,360,2,99,0.0413,4,254880
864771,51084,109992,2,360,2,99,0.0388,5,156500
864771,51084,54444,2,360,2,99,0.0413,5,90000
864771,51084,37440,1,360,1,99,0.0413,4,65970
864771,51084,138864,2,360,2,99,0.0375,5,206000
864771,50532,63960,2,240,2,39,0.0325,5,175000
864771,51084,223103,2,360,2,99,0.0375,5,417000
864771,50532,40176,1,360,1,34,0.04,3,99000
864771,51084,59004,1,360,2,28,0.0388,5,200610
864771,51084,56004,1,360,1,24,0.0388,4,135850
864771,51084,117096,1,360,2,46,0.0375,5,121950
864771,51084,86148,1,360,1,42,0.04,3,156800
864771,51084,89844,2,360,2,47,0.04,3,253000
864771,51084,61548,1,360,1,28,0.0388,4,202500
864771,51084,138492,1,360,2,48,0.0388,5,142595
864771,51084,141816,2,360,2,42,0.04,5,389000
864771,51084,38472,2,360,2,25,0.04,4,105700
864771,51084,30432,1,360,2,25,0.0375,5,99000
864771,51084,87000,1,360,2,26,0.04,4,224000
864771,51084,31200,1,360,1,34,0.04,4,66600
864771,51084,37524,1,360,1,25,0.0375,4,104160
864771,51084,35460,1,360,1,36,0.0375,5,134900
864771,51084,73920,1,360,2,26,0.0388,5,341824
864771,51084,142788,1,360,2,36,0.0388,5,228000
864771,51084,55812,1,360,1,25,0.0388,4,138700
864771,51084,74160,2,360,2,46,0.0413,5,215000
864771,51084,113436,1,360,2,52,0.04,5,111920
864771,51084,50700,1,360,1,27,0.0388,5,200000
864771,51084,36132,1,360,2,33,0.0388,5,116375
864771,51084,65544,2,360,2,61,0.0413,5,201600
864771,51084,106500,2,360,2,43,0.0425,3,132500
864771,51084,103452,2,360,2,53,0.0425,4,171200
864771,51084,72396,1,360,2,32,0.0388,5,222500
864771,51084,125592,2,360,2,41,0.04,5,258600
864771,51084,145944,2,360,2,40,0.0413,5,128800
864771,51084,67200,1,360,2,47,0.04,3,100700
864771,51084,60240,2,360,2,38,0.04,5,157600
864771,51084,80004,1,360,2,59,0.04,5,206320
864771,51084,90720,1,360,2,25,0.0388,5,182250
864771,51084,51696,1,360,2,44,0.0388,5,153500
864771,51084,61236,1,360,2,39,0.0375,5,90000
864771,51084,130728,2,360,2,32,0.0375,5,324000
864771,51084,53820,1,360,1,27,0.04,4,108300
864771,51084,87624,2,360,2,32,0.04,5,124400
864771,51084,32328,2,360,2,42,0.04,4,114000
864771,51084,63120,1,360,2,49,0.0388,4,131005
864771,51084,115704,1,360,2,38,0.04,4,258500
864771,51084,66000,1,360,1,33,0.0388,4,166725
864771,51084,139500,1,360,1,25,0.04,5,290250
864771,50532,21635,1,360,2,73,0.0363,5,64000
864771,51084,150792,2,240,2,99,0.0325,5,325000
864771,50532,49005,2,360,2,60,0.0375,4,78000
864771,51084,99282,2,360,2,99,0.0363,5,130000
864771,51084,132078,2,360,2,99,0.0363,5,417000
864771,51084,113957,1,240,2,99,0.0338,5,254880
864771,51084,57563,2,360,2,99,0.035,4,135000
864771,51084,205860,1,360,1,28,0.0375,5,406000
864771,51084,82992,2,180,2,56,0.0313,5,155304
864771,50532,54372,2,360,2,27,0.0375,4,126500
864771,50532,61212,2,360,2,33,0.0375,5,230000
864771,50532,113304,2,360,2,61,0.0363,4,220000
864771,50532,33420,2,360,2,61,0.0375,4,53000
864771,51084,115368,2,240,2,49,0.035,4,200000
864771,51084,57252,1,360,1,31,0.0375,5,268850
864771,51084,35630,2,240,2,56,0.0388,3,98000
864771,50532,83148,1,360,2,31,0.0375,4,203136
864771,50532,99972,2,360,2,36,0.04,4,281250
864771,50532,107004,1,360,2,33,0.04,5,249520
864771,50532,114996,1,300,2,38,0.04,4,277100
864771,50532,60000,2,360,2,36,0.04,4,179000
864771,50532,112956,2,360,2,39,0.0413,3,251000
864771,50532,54504,2,360,2,37,0.0388,5,163200
864771,50532,50496,2,360,2,47,0.0425,4,101000
864771,51084,49668,1,360,1,28,0.04,5,149900
864771,51084,30936,2,360,2,72,0.0388,5,78000
864771,50532,36726,2,360,2,29,0.0363,4,40000
864771,51084,192650,2,360,2,99,0.0375,4,385300
864771,51075,279108,1,360,2,35,0.0388,5,398250
864771,50532,36156,2,360,2,70,0.0388,5,113500
864771,50532,57720,1,180,2,51,0.0288,4,76000
864771,50532,52944,2,360,2,41,0.04,5,148000
864771,51084,49662,1,360,2,99,0.0375,5,172000
864771,51084,302472,1,360,1,44,0.0388,3,400000
864771,50532,77650,2,360,2,55,0.0375,5,135000
864771,50532,69242,2,180,2,99,0.0325,5,65000
864771,51084,100272,2,240,2,99,0.0325,5,215000
864771,50238,134304,2,240,2,99,0.0325,5,183000
864771,49426,50664,2,360,2,26,0.0388,5,180200
864771,75847,78048,2,360,2,40,0.0413,5,236000
864771,59588,104532,2,360,2,52,0.0375,5,254000
864771,49426,117984,2,360,2,36,0.0363,4,340500
864771,70628,106104,2,240,2,46,0.0338,5,291700
864771,47238,65760,2,240,2,34,0.0325,4,286000
864771,50532,34267,1,360,2,99,0.0375,5,73600
864771,50532,89280,1,360,2,48,0.0363,5,76000
864771,51084,201300,2,240,2,41,0.0325,3,360000
864771,51084,43632,2,360,2,28,0.0375,4,100000
864771,50532,212197,2,180,2,99,0.03,5,62000
864771,64500,109992,2,360,2,99,0.0375,5,388500
864771,50532,46779,2,360,2,99,0.0375,5,72500
864771,50532,97464,2,360,2,31,0.0363,4,209474
864771,64500,97367,2,240,2,99,0.0325,5,372000
864771,64500,84012,2,240,2,99,0.0325,5,384500
864771,51084,273377,2,360,2,53,0.0388,5,112000
864771,64500,104400,1,360,1,37,0.0413,5,380000
864771,64500,108744,2,360,2,58,0.0413,5,416000
864771,64500,191524,2,360,2,39,0.0438,4,578000
864771,64500,104064,2,360,2,47,0.0413,4,477000
864771,51084,78585,1,360,2,99,0.0388,5,180000
864771,51084,112104,1,360,2,30,0.0375,5,278100
864771,51084,127308,1,360,2,46,0.04,4,261000
864771,51084,195300,1,360,2,31,0.0413,4,325560
864771,50532,52333,2,240,2,99,0.0363,3,66000
864771,64500,73164,2,360,2,99,0.0338,5,213800
864771,50532,36183,1,180,2,41,0.0288,5,93000
864771,51084,47852,1,360,2,62,0.0388,5,120000
864771,51084,114376,2,180,2,68,0.035,4,297000
864771,51084,80484,2,360,2,31,0.0413,5,190350
864771,51084,90576,2,360,2,45,0.0413,4,181600
864771,50532,24000,1,360,2,99,0.0388,4,94400
864771,50532,60870,1,360,2,99,0.0438,3,216559
864771,50532,39312,1,360,2,63,0.0425,2,108745
864771,50532,123600,1,360,1,32,0.04,3,238107
864771,51084,78582,1,360,1,99,0.0375,5,206000
864771,50532,97081,1,360,2,99,0.0375,5,284600
864771,64500,126708,2,360,2,64,0.045,5,596300
864771,64500,162996,2,360,2,62,0.0425,4,564000
864771,50532,101279,1,360,2,99,0.0375,4,200422
864771,50532,89627,1,360,2,99,0.0375,5,327624
864771,42019,57564,2,360,2,53,0.04,5,250000
864771,64500,156756,2,360,2,55,0.04,5,521000
864771,49426,86664,1,360,2,74,0.0375,5,148000
864771,51084,21108,1,360,1,26,0.0388,4,65200
864771,47275,155004,2,360,2,38,0.0363,5,417000
864771,50532,108000,2,360,2,61,0.0425,5,82000
864771,50532,55000,1,360,1,32,0.0375,5,211500
864771,54148,91296,1,360,2,99,0.0363,5,214221
864771,51084,53046,2,360,2,99,0.0375,3,237000
864771,51244,74280,1,360,2,99,0.0388,4,202500
864771,64500,316488,2,360,2,48,0.0388,3,625000
864771,64500,455000,1,360,1,33,0.04,5,625500
864771,51084,276454,2,360,2,49,0.045,5,193500
864771,64500,214332,2,360,2,34,0.04,5,417000
864771,51084,129996,2,360,2,26,0.0375,5,210000
864771,71346,105000,2,360,2,41,0.0375,5,266900
864771,51084,84024,2,360,2,46,0.0363,5,227800
864771,75847,123708,2,360,2,47,0.0363,5,413000
864771,50532,47778,1,360,2,99,0.0388,4,153500
864771,50532,351192,1,360,2,60,0.0363,5,208000
864771,50532,31536,2,180,2,57,0.03,4,17700
864771,50532,70996,1,360,2,34,0.0388,5,130000
864771,50532,126412,2,360,2,99,0.0375,5,254000
864771,50532,40956,2,240,2,62,0.0375,4,109000
864771,50532,46032,1,360,2,30,0.0388,3,74000
864771,51084,102360,2,180,2,38,0.035,3,77525
864771,50532,114276,1,360,2,55,0.04,5,192013
864771,51084,81552,1,360,2,35,0.04,5,140000
864771,50532,122760,1,180,2,54,0.0288,5,150000
864771,50532,158520,1,360,2,38,0.0388,4,232000
864771,51084,155364,1,360,2,35,0.0325,4,192375
864771,50532,59928,2,360,2,28,0.0363,4,156700
864771,50532,49920,1,360,2,36,0.0388,2,88013
864771,50532,29112,1,360,2,62,0.0413,4,84442
864771,50532,74976,1,360,2,23,0.0438,2,86406
864771,66262,124631,2,360,2,33,0.0375,5,367000
864771,50532,51744,1,360,2,27,0.0388,4,137365
864771,51084,281532,2,360,2,48,0.0388,5,341500
864771,51084,224928,1,360,2,44,0.04,5,417000
864771,51084,80076,1,359,2,47,0.0413,4,99200
864771,50532,180377,2,240,2,26,0.0375,4,315000
864771,50532,50000,1,360,2,99,0.04,5,122550
864771,50532,97076,2,180,2,76,0.03,5,122000
864771,66262,117504,1,360,1,28,0.04,4,224000
864771,47830,175992,1,360,2,59,0.04,5,388000
864771,64500,120660,1,360,1,33,0.0375,4,328000
864771,64500,83518,2,180,2,64,0.03,5,105000
864771,50532,60154,1,360,2,61,0.0363,4,108000
864771,66262,300000,1,360,2,34,0.04,4,367600
864771,49426,88980,2,300,2,45,0.0388,5,215200
864771,55653,246000,2,360,2,32,0.035,5,258400
864771,50532,18319,2,360,2,58,0.0375,4,96600
864771,49426,208584,1,180,2,47,0.0313,4,371200
864771,50532,291264,2,360,2,38,0.04,5,417000
864771,64500,284832,1,360,2,37,0.0375,5,620000
864771,72222,121668,1,360,2,31,0.0413,5,277500
864771,54148,172452,2,360,2,57,0.0413,5,287000
864771,50532,144372,2,360,2,40,0.0413,5,361900
864771,64500,122808,2,360,2,36,0.0375,4,485000
864771,72222,210612,1,360,1,38,0.0475,3,512050
864771,50532,203736,2,180,2,59,0.0313,5,243500
864771,64500,183480,2,240,2,99,0.0325,5,379000
864771,49426,262728,1,360,2,35,0.0413,5,417000
864771,64129,232164,1,360,2,38,0.0413,5,534000
864771,64500,68280,2,360,2,43,0.0413,4,148000
864771,64500,150000,1,360,2,42,0.0438,4,504000
864771,50532,27948,1,360,2,78,0.0413,5,70000
864771,51084,90384,2,360,2,38,0.0363,5,306100
864771,51084,34697,2,360,2,27,0.035,5,112000
864771,51075,121500,1,360,1,30,0.035,5,174250
864771,63909,128496,1,360,2,29,0.0375,4,262500
864771,51084,123996,1,360,2,28,0.0363,5,235600
864771,51084,131448,1,360,2,58,0.0388,5,360000
864771,64500,77202,2,360,2,99,0.0363,4,315725
864771,54148,301257,1,360,2,99,0.0375,4,300000
864771,51492,150000,2,240,2,99,0.0325,5,220000
864771,64500,220000,2,360,2,38,0.0388,5,347808
864771,50532,80281,2,360,2,41,0.0388,5,122000
864771,64500,113098,2,360,2,31,0.0375,4,338000
864771,64500,99900,2,360,2,99,0.0363,4,410000
864771,51084,209244,2,360,2,99,0.0388,5,197500
864771,50532,97728,2,360,2,38,0.0388,5,157600
864771,51075,147432,2,360,2,47,0.04,5,250000
864771,52431,65232,2,360,2,32,0.0363,5,144000
864771,64500,122100,2,360,2,34,0.035,4,402000
864771,64500,85776,2,360,2,36,0.0375,5,404500
864771,64500,90457,2,360,2,99,0.0388,5,357000
864771,51084,81864,1,360,1,39,0.0375,4,218092
864771,64500,80244,2,360,2,64,0.035,4,199000
864771,70628,162996,2,360,2,35,0.035,5,312000
864771,50532,124164,1,360,2,29,0.0375,5,124800
864771,50532,65976,1,360,2,77,0.0375,5,83800
864771,50532,530892,1,180,1,35,0.03,5,132000
864771,64500,102816,2,360,2,68,0.0363,5,267000
864771,64500,88692,2,360,2,47,0.0363,5,230000
864771,50532,34740,2,360,2,45,0.0388,5,131000
864771,50532,269424,2,180,2,43,0.03,4,402900
864771,51084,44948,2,360,2,99,0.0363,5,110000
864771,64500,186240,2,180,2,64,0.0313,5,417000
864771,51084,31944,2,180,2,99,0.0325,5,54000
864771,51084,343964,2,360,2,36,0.0363,4,417000
864771,50532,155856,2,124,2,99,0.0325,5,80000
864771,51084,189696,2,180,2,45,0.0288,3,315500
864771,66262,94596,1,360,2,37,0.0388,5,416000
864771,52431,58611,2,360,2,68,0.0413,4,196500
864771,50532,123636,1,360,2,30,0.035,5,152000
864771,50532,75109,1,360,1,26,0.0375,5,104000
864771,51084,176742,2,360,2,99,0.0375,5,377000
864771,47830,181212,1,360,1,60,0.0413,4,246400
864771,51084,49688,2,360,2,48,0.0425,4,146500
864771,64500,222648,2,360,2,54,0.0425,5,625500
864771,64500,85000,2,360,2,39,0.0388,5,338000
864771,50532,199992,2,180,2,39,0.0313,5,356200
864771,50532,165444,2,360,2,45,0.0375,5,390000
864771,64500,171349,2,360,2,55,0.04,5,528750
864771,51084,101640,2,360,2,99,0.035,5,207000
864771,50532,103056,1,360,2,99,0.0363,5,184000
864771,51075,68794,1,360,2,99,0.0388,5,84000
864771,51075,168432,2,360,2,99,0.0388,4,394250
864771,50532,100667,2,360,2,99,0.0388,5,235200
864771,51084,104532,2,240,2,32,0.0363,4,118450
864771,50532,45552,1,360,2,99,0.0388,5,128000
864771,51084,82800,1,360,1,99,0.0388,5,156000
864771,51084,217428,2,360,2,99,0.0388,5,130000
864771,51084,52140,1,360,1,99,0.04,5,103500
864771,51084,124668,2,360,2,99,0.04,5,171950
864771,51084,98232,2,360,2,99,0.0388,4,157000
864771,50532,50976,2,360,2,99,0.0388,5,99500
864771,50532,141396,2,240,2,40,0.0325,5,200800
864771,75847,73332,2,348,2,45,0.0313,3,183127
864771,64500,243312,1,360,2,61,0.0363,5,400000
864771,64500,114048,2,360,2,51,0.0363,5,246734
864771,50532,161322,1,360,2,99,0.0363,5,110000
864771,51084,956616,2,180,2,99,0.0325,5,190000
864771,50532,103296,2,180,2,55,0.035,5,75000
864771,42019,83604,2,360,2,61,0.0388,4,294000
864771,47275,77004,1,360,2,57,0.0413,4,191920
864771,64500,72492,2,360,2,43,0.0375,5,235000
864771,47275,85248,1,360,2,44,0.0413,4,284050
864771,64500,174504,2,360,2,43,0.0375,4,520000
864771,47830,231612,2,360,2,59,0.0413,5,280000
864771,42019,104208,1,360,2,41,0.0388,5,342000
864771,64500,56760,2,360,2,45,0.0375,4,195500
864771,55653,119520,1,360,2,58,0.0388,4,132000
864771,48568,107076,2,360,2,46,0.0388,4,145600
864771,50532,73264,1,360,2,32,0.0363,4,155550
864771,50532,35040,2,360,2,99,0.04,5,103000
864771,50532,121284,2,180,2,99,0.0288,4,95200
864771,50532,54634,1,240,2,99,0.0388,4,139500
864771,51084,61008,2,360,2,99,0.0388,4,89000
864771,50532,40696,1,360,2,39,0.035,4,100000
864771,51084,119794,2,240,2,35,0.0338,3,196000
864771,51084,116076,2,360,2,53,0.04,4,240000
864771,64500,95181,2,360,2,99,0.0388,5,410000
864771,50532,613371,2,360,2,48,0.0375,4,243750
864771,51084,64137,1,360,2,38,0.0413,5,93456
864771,45215,86523,1,240,2,63,0.0338,4,116375
864771,50532,160870,1,360,2,52,0.0375,5,216000
864771,50532,124524,2,180,2,66,0.0288,4,113005
864771,63488,149736,2,240,2,41,0.035,4,175000
864771,47830,94404,2,240,1,37,0.0375,4,198400
864771,51084,39000,1,360,2,27,0.0413,5,140600
864771,51084,90000,2,180,2,59,0.0288,4,184000
864771,64500,145332,2,240,2,35,0.0338,5,398235
864771,51084,106908,2,240,2,38,0.0338,5,209000
864771,51075,71604,2,360,2,39,0.0388,5,156000
864771,63488,81432,2,360,2,37,0.0363,5,322000
864771,50532,25956,1,123,2,99,0.0338,5,47600
864771,71346,133712,2,360,2,99,0.0375,4,180000
864771,49426,96358,1,360,2,61,0.0388,5,127791
864771,51084,65484,2,180,2,31,0.03,5,164000
864771,51084,120024,2,180,2,54,0.03,5,138000
864771,51084,83465,1,360,1,99,0.0363,5,232000
864771,50532,36425,1,360,2,48,0.0375,4,70300
864771,49426,101323,2,360,2,43,0.035,4,296250
864771,50532,148332,2,240,2,37,0.0325,4,216000
864771,64500,81994,2,360,2,68,0.035,5,305000
864771,50532,113220,2,240,2,40,0.0325,5,212000
864771,50532,82044,1,360,2,31,0.0375,4,174400
864771,50532,88764,2,360,2,99,0.0375,5,189600
864771,50532,116153,1,360,1,59,0.0375,5,230000
864771,50532,402000,1,360,2,99,0.0388,5,417000
864771,50532,72420,2,240,2,99,0.0325,5,94000
864771,50532,67850,2,240,2,99,0.0363,5,185300
864771,50532,105260,2,180,2,99,0.03,5,100000
864771,50532,37720,2,360,2,99,0.0388,5,86000
864771,50532,147492,2,360,2,99,0.035,4,221000
864771,50532,21540,2,240,2,81,0.0363,5,99000
864771,50532,69996,1,240,2,27,0.035,5,140000
864771,50532,65592,1,360,2,27,0.0313,4,213000
864771,50532,58224,1,360,2,44,0.0375,5,133000
864771,50532,62196,2,360,2,48,0.0363,5,159000
864771,50532,36696,1,360,2,30,0.0363,3,139906
864771,50532,62508,1,360,2,43,0.0363,2,153174
864771,50532,30240,1,360,2,24,0.0338,2,102004
864771,50532,34992,1,360,2,24,0.0375,2,171830
864771,50532,86436,1,360,2,31,0.0388,3,131572
864771,51084,70020,1,360,1,24,0.04,4,145000
864771,51084,49044,2,180,2,63,0.0275,3,87000
864771,51084,44720,2,360,2,53,0.0375,5,170000
864771,51084,148620,1,360,2,99,0.0363,5,248000
864771,51084,40236,2,180,2,99,0.0338,5,62000
864771,51084,35244,2,360,2,99,0.0375,5,70307
864771,51084,137268,2,360,2,99,0.0388,5,185000
864771,51084,80196,2,180,2,99,0.0325,4,175000
864771,51084,31260,2,180,2,99,0.035,3,89000
864771,51084,63660,2,360,2,99,0.0388,5,80150
864771,51084,40236,2,240,2,99,0.0363,5,99000
864771,51084,89076,1,360,2,99,0.04,5,167000
864771,51084,84804,2,180,2,99,0.0338,5,81000
864771,50532,119235,1,360,2,26,0.0375,5,179920
864771,64500,137443,2,360,2,57,0.0363,5,252500
864771,50532,37440,2,180,2,37,0.035,5,36000
864771,63909,176820,2,360,2,38,0.0363,5,413000
864771,64500,89628,2,360,2,58,0.0338,4,349000
864771,47830,81996,1,360,2,34,0.04,5,230000
864771,64500,95400,2,360,2,48,0.04,5,253000
