Index,FHLBankPopulation,StateAvgIncome,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount,Amount_Prediction
3300,126808,53906,66567,1,180,2,32,0.0288,5,128000,147122.1065
3301,864771,51244,138420,1,360,2,31,0.0325,5,380000,220973.7528
3302,298800,51075,59820,2,360,2,31,0.04,5,227200,210623.4962
3303,864771,64500,112212,1,360,2,47,0.0338,5,600000,295333.0795
3304,864771,51084,38480,2,360,2,36,0.0388,5,78600,205632.8702
3305,298800,51075,71544,1,360,2,40,0.0388,5,116000,195384.6061
3306,126808,48568,160061,2,360,2,45,0.0375,5,348800,214467.6357
3307,126808,54996,87920,2,348,2,67,0.0363,5,214700,226332.7147
3308,298800,50532,180000,2,300,2,44,0.0375,5,386250,209047.2309
3309,298800,50532,93624,1,360,2,33,0.035,5,226000,201624.0548
3310,673184,70628,152508,1,360,2,43,0.0338,5,417000,346775.2272
3311,298800,51075,54300,1,360,2,28,0.0363,5,165750,196690.6707
3312,298800,51075,91541,2,360,2,35,0.0375,3,277665,186163.3143
3313,298800,51075,222300,2,180,2,50,0.0288,5,100000,176368.7417
3314,864771,51084,75516,1,360,2,29,0.035,5,108000,203860.5358
3315,673184,56990,62544,1,360,1,31,0.035,2,230743,146275.5285
3316,864771,50532,79494,1,360,2,54,0.04,5,205200,189619.3166
3317,298800,47275,76952,2,360,2,43,0.0375,4,220000,170445.9041
3318,303625,55702,203112,1,360,2,69,0.0388,4,85000,231896.5009
3319,864771,50532,59692,2,240,2,48,0.035,4,180000,140044.8293
3320,126808,54996,79456,1,360,2,99,0.035,4,153000,186334.527
3321,298800,51075,236052,2,334,2,36,0.0363,5,274900,243870.4578
3322,2705000,55638,27208,1,360,2,25,0.0375,4,82262,211495.3504
3323,303625,66262,239315,1,360,2,64,0.0375,5,625500,329055.941
3324,126808,53906,61230,1,360,2,68,0.0338,5,119200,202736.9551
3325,298800,51075,82002,2,360,2,41,0.0363,4,290000,198063.8145
3326,298800,51075,240218,2,180,2,53,0.0275,5,256000,180293.7957
3327,864771,51084,44604,1,360,2,63,0.0363,4,68400,166837.6363
3328,864771,50532,153732,2,180,2,52,0.0288,5,225600,156542.5093
3329,215472,54736,75039,1,360,2,35,0.0313,5,161600,225387.5585
3330,215472,50238,146016,1,360,2,35,0.0363,5,394139,211190.1278
3331,673184,71346,61248,1,360,2,48,0.0363,5,187000,325758.4583
3332,864771,55638,63054,2,180,2,99,0.0288,5,120000,150003.2274
3333,864771,50532,209808,2,360,2,58,0.0363,4,261600,221611.8831
3334,126808,53906,132354,2,240,2,42,0.0338,4,204000,181115.442
3335,2705000,50532,57900,1,360,1,49,0.0425,4,125449,130201.9381
3336,303625,55702,75888,1,360,1,43,0.0363,4,91200,166966.4894
3337,298800,51075,102240,2,360,2,46,0.0338,5,322500,218346.6708
3338,864771,50532,119316,2,180,2,38,0.03,5,306700,152666.8816
3339,298800,51075,54744,1,360,2,50,0.0363,5,100000,188559.3345
3340,864771,64500,120996,2,360,2,31,0.0325,5,351000,319423.6838
3341,126808,63909,127000,1,360,2,32,0.0388,4,337076,280419.4075
3342,2705000,55638,206280,2,360,2,40,0.0325,4,225120,268104.4034
3343,864771,50532,83283,2,360,2,60,0.0375,3,165000,172767.2474
3344,126808,54996,45521,1,360,2,99,0.0325,2,106000,146992.2039
3345,864771,75847,119376,2,180,2,40,0.03,5,328300,318975.788
3346,8538000,49426,173556,2,360,2,61,0.0363,4,176000,226018.0207
3347,303625,55702,206820,2,300,2,37,0.035,5,300000,253602.1908
3348,215472,50238,72550,2,360,2,34,0.0375,4,176800,192033.4927
3349,303625,75847,130229,1,360,2,61,0.0388,5,467680,365632.5691
3350,864771,55702,79440,2,360,2,34,0.0363,4,162500,232192.077
3351,303625,75847,192326,1,360,1,37,0.0363,5,450640,347187.5234
3352,673184,51494,148248,1,360,2,64,0.0363,4,307800,194480.7361
3353,215472,54736,118488,2,240,2,31,0.03,4,204680,189197.7821
3354,298800,45215,127032,2,282,2,68,0.0388,5,268000,143911.574
3355,864771,51084,39183,2,360,2,80,0.035,5,110000,191015.2293
3356,673184,70628,149784,2,360,2,56,0.0363,5,417000,355438.8783
3357,298800,45215,69372,1,360,2,44,0.0375,5,156275,155254.9886
3358,298800,51075,55200,2,360,2,70,0.0338,5,100000,197619.1301
3359,298800,51075,190116,1,360,2,35,0.0338,5,285375,229065.9343
3360,126808,48568,29952,1,360,1,40,0.0425,3,57000,90297.86079
3361,8538000,60850,43065,1,360,1,35,0.0363,3,137744,203222.1117
3362,126808,53906,45960,2,360,2,48,0.0363,5,62400,220633.6346
3363,298800,45215,32244,2,360,2,63,0.0338,5,67000,155846.5432
3364,298800,50532,139992,2,360,2,39,0.035,5,354200,226270.9255
3365,864771,50532,91200,1,360,2,38,0.035,5,244000,200759.3902
3366,303625,55702,31944,1,360,2,47,0.0375,5,57600,214006.1749
3367,8538000,60850,24357,1,360,2,29,0.0375,5,51200,276298.6167
3368,472522,66262,242364,2,360,2,49,0.035,5,519500,352356.566
3369,215472,54736,40176,1,360,2,66,0.0375,5,181600,202316.2969
3370,298800,51075,224460,1,360,2,43,0.035,4,275200,218109.1262
3371,298800,50532,163452,2,348,2,33,0.0363,5,347800,228949.3983
3372,298800,45215,100600,1,360,2,30,0.035,5,195200,169403.7567
3373,126808,53906,161595,2,240,2,43,0.0325,5,274800,204608.9894
3374,2705000,55638,138804,2,180,2,37,0.0288,4,118000,181381.4963
3375,864816,64500,270000,2,360,2,35,0.0363,5,495000,353409.5013
3376,303625,55702,158496,4,360,2,36,0.0375,4,360000,279685.5507
3377,126808,53906,187716,1,360,2,33,0.035,5,280468,246872.7063
3378,8538000,60850,117965,2,360,2,54,0.0338,4,405000,291265.8266
3379,126808,63909,114552,1,360,2,34,0.0338,4,280976,278789.6838
3380,298800,51075,114204,2,360,2,60,0.0338,4,170000,200092.422
3381,215472,54736,98928,1,180,1,25,0.0338,3,51200,85292.52593
3382,298800,50532,152496,2,360,2,37,0.0375,5,406250,229027.2443
3383,298800,50532,32904,2,360,2,36,0.0388,5,110000,198985.9646
3384,298800,45215,183480,2,180,2,56,0.0313,5,146000,124655.2372
3385,298800,51075,47076,2,360,2,69,0.04,5,168000,193207.5848
3386,864771,50532,72168,2,360,2,44,0.035,4,160000,193095.222
3387,215472,50238,25200,1,360,2,27,0.0388,3,106400,150943.4948
3388,298800,51075,49548,2,360,2,54,0.0363,5,127000,201090.6353
3389,864771,51084,88368,2,360,2,75,0.035,5,250000,205159.7455
3390,126808,54996,29659,1,360,1,25,0.0388,3,41131,139906.7779
3391,298800,45215,85956,1,360,2,34,0.035,5,168900,164251.6167
3392,215472,54736,44283,2,240,2,99,0.03,5,117000,161202.7464
3393,126808,63909,54288,1,360,1,29,0.035,5,142373,237045.7679
3394,215472,50238,24087,2,360,2,32,0.0363,2,108000,149237.255
3395,298800,51075,69996,1,360,1,36,0.04,5,79500,151921.0726
3396,298800,50532,102864,1,360,2,44,0.0388,5,252000,198117.1261
3397,126808,48568,99684,2,360,2,35,0.0375,3,169550,171162.0114
3398,215472,63488,39333,2,180,2,34,0.0288,5,66000,218384.7607
3399,126808,54996,135449,2,360,2,36,0.0363,4,112000,238654.4604
3400,864771,64500,93804,2,360,2,43,0.0325,5,319000,308143.7754
3401,303625,66262,114523,1,360,1,45,0.035,5,584400,262110.2064
3402,298800,51075,140340,1,360,2,33,0.035,4,252000,200868.1961
3403,126808,63909,50328,2,360,2,33,0.0375,2,272000,244832.0365
3404,8538000,60850,362556,2,240,2,41,0.0338,4,417000,308720.7335
3405,298800,51075,62041,2,360,2,65,0.035,5,212000,200665.059
3406,215472,63488,127399,2,240,2,58,0.0313,5,288000,254472.1633
3407,303625,55702,76251,1,360,2,67,0.0363,4,101600,202107.4863
3408,864771,51084,78794,2,180,2,99,0.0288,5,110000,123880.2826
3409,864816,64500,114913,2,360,2,31,0.0388,5,500000,315102.3354
3410,673184,51494,275282,2,180,2,70,0.0288,5,244000,185926.5451
3411,298800,51075,76000,1,360,2,35,0.035,5,156000,200060.7413
3412,2705000,50238,104550,2,180,2,30,0.0288,5,196000,155819.6904
3413,298800,50532,131880,1,360,2,46,0.0375,5,284000,205185.6939
3414,864771,51084,81144,1,180,2,38,0.0275,3,101200,100583.6451
3415,298800,51075,18960,2,360,2,67,0.0363,5,60000,188588.8076
3416,215472,50238,190702,1,240,2,99,0.0313,4,312000,136153.8092
3417,215472,63488,109762,2,360,2,60,0.0313,4,244800,281767.525
3418,215472,59588,76400,2,360,2,28,0.0375,3,105000,240944.4713
3419,673184,51494,97344,2,180,2,42,0.03,4,82000,135493.9725
3420,8538000,72222,91990,1,360,2,67,0.035,5,240000,355087.9478
3421,298800,51075,79113,2,360,2,63,0.0413,4,106400,186875.6714
3422,298800,51075,41880,2,360,2,44,0.035,4,126000,187508.2996
3423,298800,51075,77000,1,360,1,27,0.0388,5,166400,157574.353
3424,126808,63909,31752,1,360,2,99,0.0338,5,259500,249774.1808
3425,126808,53906,52979,1,360,2,36,0.0325,3,76400,181257.0739
3426,2705000,55638,53600,1,360,1,28,0.0375,1,103100,124931.6115
3427,2705000,64500,463332,1,360,2,49,0.0338,4,471000,371437.1625
3428,673184,71346,80268,1,360,1,31,0.0363,4,204200,276836.6905
3429,215472,63488,68959,2,240,2,50,0.03,5,189000,243467.4927
3430,126808,54736,44196,1,360,1,45,0.0388,4,114652,150319.398
3431,298800,50532,93444,2,180,2,40,0.0275,5,136500,144962.0282
3432,215472,59588,61046,2,84,2,99,0.0275,5,28000,135543.0624
3433,864771,55653,109248,2,360,2,36,0.035,4,284800,239134.9126
3434,126808,54736,187068,1,348,2,52,0.035,4,230000,224231.5573
3435,864771,50532,83604,1,360,2,35,0.04,5,121600,197762.9193
3436,215472,54736,118418,2,240,2,46,0.03,3,204800,167566.4941
3437,298800,51075,108192,2,360,2,46,0.0338,5,241000,219831.6527
3438,303625,55702,212784,1,360,2,30,0.0375,5,335000,265493.378
3439,126808,53906,84823,2,180,2,39,0.0338,4,42000,146161.1417
3440,2705000,59588,72300,2,240,2,33,0.03,5,135200,232031.9217
3441,215472,54736,70000,2,360,2,50,0.03,4,137000,218421.3361
3442,864771,64500,163256,2,240,2,50,0.0388,5,227000,271606.103
3443,298800,50532,64260,2,348,2,26,0.0363,4,212500,190829.9845
3444,303625,55702,63145,1,360,2,42,0.04,4,175750,206556.9847
3445,303625,55702,110496,1,360,2,38,0.0338,5,263250,238622.7979
3446,673184,71346,75000,1,360,1,37,0.0363,5,218500,289268.7156
3447,126808,53906,23608,2,360,2,44,0.0338,5,60000,217668.1581
3448,2705000,50238,209652,2,360,2,44,0.035,4,417000,230702.1368
3449,298800,50532,119952,2,360,2,40,0.035,5,172000,220896.4461
3450,864771,50532,44736,2,360,2,51,0.0388,5,131000,197931.6569
3451,215472,63488,128035,2,360,2,45,0.0388,5,208500,304602.4621
3452,298800,51075,96960,2,360,2,56,0.035,5,101250,212748.8748
3453,298800,51075,201168,2,360,2,37,0.0338,5,275000,246400.2788
3454,2705000,55638,95628,2,360,2,37,0.0363,5,148500,255924.452
3455,864771,50532,129060,2,360,2,33,0.0325,5,417000,228517.2543
3456,298800,51075,128364,2,360,2,37,0.0413,3,111750,192909.9215
3457,864771,50532,129677,2,360,2,33,0.035,4,295000,211564.3656
3458,864771,51084,87144,2,360,2,41,0.0363,4,284000,201019.4077
3459,8538000,60850,172632,4,360,2,63,0.0388,5,417000,345954.5017
3460,472522,66262,162396,2,360,2,34,0.0338,2,542050,290576.19
3461,298800,51075,272088,2,360,2,42,0.0338,5,381600,262221.1094
3462,126808,53906,316334,1,360,2,44,0.0338,5,314400,275374.9901
3463,298800,51075,183400,1,360,2,43,0.0375,4,274000,206752.3235
3464,864771,51084,136334,1,360,2,48,0.0338,3,207000,180461.664
3465,303625,55702,25691,2,360,2,71,0.035,4,29000,203899.3546
3466,864771,64500,102729,2,360,2,40,0.0375,4,360000,293274.9747
3467,298800,51075,357646,2,360,2,50,0.0338,5,417000,280570.0931
3468,126808,53906,239820,2,359,2,41,0.0338,4,397000,256337.583
3469,298800,50532,50460,2,360,2,28,0.0363,4,90700,191481.6147
3470,472522,49426,133800,1,360,2,45,0.0338,5,386000,200883.2063
3471,126808,54996,95994,1,360,2,59,0.04,4,207000,203221.0504
3472,303625,55702,70596,1,360,1,27,0.0413,3,112575,153420.9862
3473,8538000,66262,154212,2,360,2,42,0.035,5,576000,355976.5869
3474,298800,51075,94728,1,360,2,34,0.0363,5,218000,204529.3218
3475,298800,51075,181488,2,360,2,61,0.0338,5,263200,232498.8643
3476,298800,50532,75000,1,360,1,26,0.0363,4,141900,138985.3972
3477,864771,50532,149028,2,240,2,57,0.0338,5,211000,175490.0173
3478,864771,51075,105144,2,360,2,43,0.0388,5,351000,219583.1889
3479,215472,50238,111167,2,360,2,71,0.0338,4,248100,189453.1112
3480,298800,45215,87540,2,344,2,72,0.04,5,287285,157052.8707
3481,126808,53906,326964,1,359,2,58,0.035,5,417000,271844.4011
3482,126808,54736,33828,2,360,2,99,0.0325,4,134230,189673.8869
3483,864771,51084,84420,2,240,2,53,0.0313,5,172000,165624.3879
3484,303625,55702,212496,2,360,2,31,0.035,5,377000,281485.7377
3485,298800,51075,117300,2,300,2,34,0.0338,5,214000,202380.1544
3486,298800,51075,128705,2,360,2,43,0.0325,5,239000,226651.9893
3487,303625,55702,52920,2,360,2,37,0.0375,5,65000,238312.1841
3488,2705000,55638,167040,1,360,1,40,0.03,4,267073,200058.8684
3489,215472,53017,59503,2,360,2,99,0.035,5,130500,199870.9647
3490,864771,51075,207696,1,360,2,55,0.0425,5,412000,223700.5751
3491,215472,54736,112975,2,360,2,37,0.0363,5,284000,247204.0237
3492,8538000,60850,58630,1,360,2,28,0.0375,5,101400,285224.1289
3493,298800,51075,67430,2,360,2,48,0.035,5,145000,208378.4803
3494,298800,45215,81420,2,264,2,47,0.035,5,189000,134824.4874
3495,472522,66262,100368,2,180,2,47,0.0275,5,205000,248357.9929
3496,864771,50532,34104,1,360,2,45,0.0338,5,125000,184425.912
3497,864771,64500,69900,2,360,2,69,0.0388,5,145600,289635.4088
3498,298800,51075,25320,1,360,2,51,0.035,3,58500,149433.7731
3499,8538000,60850,90000,1,360,1,99,0.035,2,176739,175539.3733
3500,298800,45215,66500,1,180,1,28,0.0275,5,115920,48282.64654
3501,864771,64500,221915,2,360,2,54,0.0388,4,600000,317187.4935
3502,303625,55702,248846,1,180,1,29,0.03,3,270000,129514.1439
3503,126808,54996,129000,2,180,2,53,0.0313,4,179200,160243.0934
3504,472522,75847,157860,2,180,2,59,0.0275,5,250000,321453.5953
3505,298800,51075,59988,1,360,1,36,0.0363,4,120000,135076.628
3506,864771,64500,147132,1,360,2,29,0.0425,4,625500,290922.7856
3507,298800,51075,78240,2,360,2,30,0.0338,5,264700,218353.1034
3508,673184,71346,31224,1,360,2,55,0.0375,5,96000,315111.1338
3509,2705000,59588,69504,1,360,1,30,0.0363,3,56513,186737.1449
3510,864771,50532,146126,1,180,2,99,0.03,5,154000,121176.4289
3511,673184,70303,196632,2,360,2,39,0.035,5,404700,371930.0501
3512,298800,51075,110930,2,360,2,29,0.0325,5,286500,227462.2325
3513,215472,50238,44865,1,360,2,28,0.0338,4,78375,173694.5809
3514,298800,50532,41184,2,360,2,31,0.0338,4,77000,189156.0177
3515,8538000,60850,236424,2,360,2,58,0.0388,3,250000,301102.4931
3516,303625,55702,50024,1,360,1,32,0.035,4,122580,165213.2244
3517,303625,55702,35364,1,360,1,50,0.0363,4,127920,154233.5486
3518,126808,54996,127681,2,360,2,99,0.04,5,200000,227461.5099
3519,2705000,66262,89340,2,360,2,60,0.04,5,417000,314195.5893
3520,298800,45215,130068,2,360,2,33,0.0338,4,333600,175497.9784
3521,864771,51084,159064,1,360,2,59,0.0363,5,180000,212887.3635
3522,215472,54736,150060,2,240,2,31,0.0325,5,260086,211956.3512
3523,2705000,55638,42024,1,360,1,41,0.03,3,118808,152499.4182
3524,215472,48275,32505,2,360,2,43,0.0388,4,115500,165139.1864
3525,298800,47830,117300,2,360,2,31,0.0325,5,324000,206889.8061
3526,126808,53906,72238,2,180,2,49,0.0313,5,97700,156381.685
3527,864771,64129,64068,2,240,2,47,0.0325,4,175000,232344.8571
3528,215472,60214,45510,2,360,2,51,0.035,5,168000,261852.6258
3529,215472,50238,79331,2,360,2,58,0.035,5,120000,201840.736
3530,673184,71346,135468,2,240,2,50,0.0338,3,384400,279537.8369
3531,215472,54736,103688,2,180,2,51,0.0288,3,132800,138332.739
3532,2705000,55638,29976,2,240,2,50,0.0313,5,127000,188460.4982
3533,303625,55702,142404,2,360,2,46,0.035,4,364000,242384.4567
3534,864771,51084,58500,1,360,2,31,0.0363,5,192800,198287.3173
3535,8538000,60850,60938,1,360,1,30,0.0388,4,163496,224436.0844
3536,126808,53906,51679,2,360,2,99,0.035,5,73400,203532.3368
3537,864771,64500,102972,2,360,2,72,0.035,5,276500,298453.902
3538,864771,50532,99996,1,360,2,38,0.035,5,358700,202953.9299
3539,2705000,59588,90252,1,360,2,40,0.0375,4,189200,247669.1777
3540,298800,45215,75600,2,360,2,28,0.0338,4,124500,163781.8052
3541,673184,70303,118668,2,240,2,99,0.035,5,340000,281560.9462
3542,298800,51075,75396,2,360,2,51,0.035,5,96000,209242.0166
3543,298800,51075,69360,2,360,2,45,0.035,4,158000,193989.7236
3544,215472,53906,127000,2,360,2,26,0.0313,4,229205,235578.4352
3545,126808,53906,86680,1,240,2,48,0.0325,5,166250,168718.7889
3546,126808,54996,37805,1,180,1,26,0.0363,4,36000,86012.60148
3547,864771,71346,168276,2,360,2,45,0.04,4,295375,351816.5802
3548,215472,54736,59654,2,360,2,34,0.0338,5,175000,236137.3596
3549,864771,51084,132221,2,180,2,47,0.0263,5,230000,157803.9176
3550,864771,50532,73560,2,120,2,59,0.03,5,100000,109164.0373
3551,864771,64500,186636,2,360,2,39,0.0388,4,403000,314005.2541
3552,673184,70303,50710,1,360,1,41,0.04,3,141388,241192.5538
3553,298800,51075,113568,2,360,2,63,0.0363,5,288600,213691.3991
3554,126808,54996,94052,2,240,2,57,0.0325,5,124000,189704.969
3555,864771,51084,84468,1,360,1,40,0.0375,5,192000,156818.4926
3556,864771,51084,64968,2,360,2,40,0.035,5,129000,212434.0607
3557,1318000,45727,102468,2,240,2,59,0.0389,5,162348,130440.3235
3558,864771,50532,81715,1,360,2,99,0.0375,4,185250,158432.998
3559,126808,53906,131772,1,360,2,48,0.0325,5,281775,228408.0769
3560,298800,45215,56616,1,360,2,58,0.0338,4,160000,132479.9577
3561,303625,55702,164032,4,360,2,47,0.0365,5,386750,293384.9396
3562,215472,63488,123357,2,180,2,53,0.025,5,240000,233921.1545
3563,8538000,64500,153360,2,360,2,53,0.0375,5,512000,338903.6303
3564,864771,51084,31720,1,360,1,99,0.0375,4,106400,105560.1946
3565,126808,54996,85363,2,240,2,24,0.0338,4,213500,183327.5251
3566,864771,51244,227232,2,360,2,43,0.0338,5,416000,253383.6882
3567,8538000,72222,194362,1,180,2,51,0.0338,5,200000,314498.6284
3568,215472,54736,47532,1,360,2,29,0.035,5,70000,219125.9225
3569,2705000,59588,80328,1,360,1,23,0.0375,3,58913,191526.0869
3570,864771,64500,84996,2,360,2,48,0.035,5,228000,302960.4113
3571,126808,53906,114531,2,180,2,38,0.0288,5,140000,172167.1679
3572,472522,51084,94116,1,180,2,49,0.0275,5,200000,130569.3014
3573,303625,55702,58476,1,360,2,30,0.04,3,121500,193893.5969
3574,298800,51075,74114,2,360,2,34,0.0363,4,131000,198718.3042
3575,126808,54736,118724,1,360,2,39,0.0363,4,152000,216315.9029
3576,864771,51084,180504,2,240,2,37,0.0338,5,221500,194478.3044
3577,864771,51084,96396,2,240,2,49,0.035,5,201000,168464.1979
3578,864771,51084,34320,2,180,2,55,0.03,3,53300,96746.09289
3579,864771,51084,75000,1,360,2,99,0.035,4,268000,161512.6964
3580,864771,50532,88428,1,360,2,34,0.035,5,88000,201566.3615
3581,2705000,50238,53076,1,360,1,39,0.0375,5,255681,149024.2632
3582,126808,63909,71845,1,360,1,23,0.04,2,154241,193466.1097
3583,303625,55702,80000,1,360,1,36,0.0375,5,175000,186075.0372
3584,298800,51075,136308,2,360,2,42,0.0338,4,340000,212350.7589
3585,864771,50532,146000,2,180,2,35,0.0263,5,180000,162094.9576
3586,298800,49426,91668,1,360,2,63,0.0385,5,148700,181041.0946
3587,2705000,70628,145824,1,360,2,41,0.035,5,523000,351114.5784
3588,864771,64500,119475,2,360,2,57,0.0338,4,417000,292730.7618
3589,215472,53017,190439,2,240,2,99,0.0313,4,224000,169751.8964
3590,673184,71346,161638,1,360,2,46,0.0375,5,171000,351020.2757
3591,126808,54148,85297,2,240,2,34,0.0338,5,155000,189963.2453
3592,8538000,60850,117790,1,360,1,29,0.035,4,133190,240686.0848
3593,303625,60850,116544,1,240,2,43,0.035,4,216000,207260.6329
3594,864771,51084,44974,2,360,2,62,0.04,4,78739,180984.139
3595,298800,51075,65000,1,360,2,28,0.0363,5,232000,199360.2449
3596,864771,50532,129600,1,360,2,38,0.035,5,217248,210339.9182
3597,303625,55702,170628,1,240,2,54,0.0365,3,350000,166001.8521
3598,8538000,64129,234996,2,360,2,38,0.0363,5,540500,362976.8389
3599,303625,42019,43506,2,180,2,74,0.0313,5,120000,61913.84125
3600,673184,70628,45566,1,360,2,56,0.0313,5,200000,316336.2409
3601,864771,51084,123000,1,360,2,32,0.035,5,417000,214583.5333
3602,864771,50532,123570,2,360,2,99,0.0325,5,416000,202421.205
3603,472522,66262,83892,1,360,2,57,0.0325,5,115160,295608.185
3604,864771,51084,97500,2,180,2,99,0.0275,5,183000,129125.8613
3605,2705000,55638,100383,1,360,2,47,0.035,3,126150,206628.3047
3606,298800,51075,184443,2,360,2,33,0.035,4,402500,227197.8139
3607,298800,51075,22692,2,360,2,70,0.035,5,94000,188974.5551
3608,864771,49426,20232,1,360,2,64,0.035,5,43500,166014.6634
3609,864771,64500,190008,2,360,2,40,0.0375,5,570000,331044.6693
3610,8538000,60850,155148,2,360,2,62,0.04,5,274000,310780.4864
3611,673184,51494,166446,2,180,2,62,0.0325,4,120000,144128.9803
3612,126808,48568,93974,2,180,2,56,0.03,4,88000,108543.2798
3613,303625,55702,52560,1,360,2,29,0.035,5,138500,227005.8897
